PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,5s1/2,,,,,,,,,,,,,
4,1.9914E+05,0.0000E+00,1.6336E+05,3.1291E+04,4.4934E+03,0.0000E+00,2.9770E+04,4.7257E+04,8.6330E+04,6.3487E+03,6.0915E+03,1.1220E+04,3.1553E+03,4.4759E+03,1.2036E+03,9.5274E+02,1.7396E+03,2.3102E+02,3.2426E+02,4.2190E+01,,,,,,,,,,,,,
5,1.1185E+05,0.0000E+00,9.1874E+04,1.7389E+04,2.5849E+03,0.0000E+00,1.9913E+04,2.5694E+04,4.6267E+04,4.1005E+03,3.5013E+03,6.3577E+03,1.4224E+03,2.0072E+03,7.6952E+02,5.4803E+02,9.8738E+02,1.0598E+02,1.4707E+02,2.6942E+01,,,,,,,,,,,,,
6,6.9431E+04,0.0000E+00,5.7102E+04,1.0697E+04,1.6325E+03,0.0000E+00,1.4304E+04,1.5386E+04,2.7412E+04,2.8388E+03,2.1850E+03,3.9209E+03,7.2864E+02,1.0234E+03,5.2943E+02,3.4273E+02,6.1065E+02,5.5086E+01,7.6081E+01,1.8522E+01,,,,,,,,,,,,,
8,3.2204E+04,0.0000E+00,2.6506E+04,4.9192E+03,7.7914E+02,0.0000E+00,8.1437E+03,6.6890E+03,1.1673E+04,1.5582E+03,1.0042E+03,1.7685E+03,2.4584E+02,3.4249E+02,2.8868E+02,1.5836E+02,2.7708E+02,1.8956E+01,2.5967E+01,1.0091E+01,,,,,,,,,,,,,
10,1.7560E+04,0.0000E+00,1.4454E+04,2.6724E+03,4.3389E+02,0.0000E+00,5.1320E+03,3.4286E+03,5.8934E+03,9.6213E+02,5.3530E+02,9.2861E+02,1.0337E+02,1.4301E+02,1.7766E+02,8.4793E+01,1.4619E+02,8.0649E+00,1.0971E+01,6.2075E+00,,,,,,,,,,,,,
15,5.7258E+03,0.0000E+00,4.7104E+03,8.6904E+02,1.4640E+02,0.0000E+00,2.1040E+03,9.7614E+02,1.6303E+03,3.8597E+02,1.6193E+02,2.7285E+02,2.0431E+01,2.7857E+01,7.0996E+01,2.5842E+01,4.3293E+01,1.6209E+00,2.1725E+00,2.4791E+00,,,,,,,,,,,,,
20,2.5541E+03,0.0000E+00,2.0999E+03,3.8753E+02,6.6693E+01,0.0000E+00,1.0762E+03,3.8868E+02,6.3508E+02,1.9601E+02,6.6787E+01,1.1005E+02,6.2555E+00,8.4250E+00,3.6009E+01,1.0712E+01,1.7550E+01,5.0106E-01,6.6336E-01,1.2570E+00,,,,,,,,,,,,,
23.169,1.6846E+03,0.0000E+00,1.3846E+03,2.5561E+02,4.4413E+01,0.0000E+00,7.5520E+02,2.4074E+02,3.8867E+02,1.3730E+02,4.2012E+01,6.8388E+01,3.3853E+00,4.5275E+00,2.5216E+01,6.7541E+00,1.0933E+01,2.7229E-01,3.5799E-01,8.8004E-01,,,,,,,,,,,,,
23.355,1.0634E+04,8.9871E+03,1.3536E+03,2.4989E+02,4.3441E+01,8.9871E+03,7.4070E+02,2.3454E+02,3.7840E+02,1.3465E+02,4.0961E+01,6.6633E+01,3.2740E+00,4.3769E+00,2.4729E+01,6.5860E+00,1.0653E+01,2.6339E-01,3.4615E-01,8.6304E-01,,,,,,,,,,,,,
30,5.5664E+03,4.7595E+03,6.6282E+02,1.2244E+02,2.1584E+01,4.7595E+03,3.9838E+02,1.0256E+02,1.6189E+02,7.2327E+01,1.8322E+01,2.9153E+01,1.1385E+00,1.5021E+00,1.3283E+01,2.9612E+00,4.6646E+00,9.2145E-02,1.1952E-01,4.6341E-01,,,,,,,,,,,,,
40,2.5496E+03,2.1967E+03,2.8982E+02,5.3575E+01,9.5773E+00,2.1967E+03,1.9074E+02,3.9069E+01,6.0004E+01,3.4641E+01,7.1309E+00,1.1035E+01,3.3470E-01,4.3427E-01,6.3656E+00,1.1563E+00,1.7715E+00,2.7237E-02,3.4740E-02,2.2193E-01,,,,,,,,,,,,,
50,1.3753E+03,1.1903E+03,1.5180E+02,2.8082E+01,5.0647E+00,1.1903E+03,1.0598E+02,1.8325E+01,2.7498E+01,1.9271E+01,3.3913E+00,5.1257E+00,1.2901E-01,1.6504E-01,3.5416E+00,5.5116E-01,8.2473E-01,1.0535E-02,1.3246E-02,1.2348E-01,,,,,,,,,,,,,
60,8.2355E+02,7.1480E+02,8.9230E+01,1.6517E+01,2.9977E+00,7.1480E+02,6.4935E+01,9.8346E+00,1.4460E+01,1.1824E+01,1.8379E+00,2.7213E+00,5.9207E-02,7.4823E-02,2.1734E+00,2.9917E-01,4.3855E-01,4.8457E-03,6.0188E-03,7.5781E-02,,,,,,,,,,,,,
80,3.6199E+02,3.1518E+02,3.8395E+01,7.1148E+00,1.3022E+00,3.1518E+02,2.9511E+01,3.6709E+00,5.2136E+00,5.3873E+00,6.9491E-01,9.9366E-01,1.7388E-02,2.1537E-02,9.9062E-01,1.1338E-01,1.6047E-01,1.4276E-03,1.7378E-03,3.4543E-02,,,,,,,,,,,,,
100,1.8977E+02,1.6550E+02,1.9901E+01,3.6909E+00,6.7915E-01,1.6550E+02,1.5830E+01,1.7103E+00,2.3602E+00,2.8960E+00,3.2641E-01,4.5345E-01,6.7742E-03,8.2627E-03,5.3268E-01,5.3336E-02,7.3335E-02,5.5733E-04,6.6779E-04,1.8576E-02,,,,,,,,,,,,,
150,5.8135E+01,5.0789E+01,6.0203E+00,1.1182E+00,2.0732E-01,5.0789E+01,5.0223E+00,4.3274E-01,5.6525E-01,9.2211E-01,8.3505E-02,1.0983E-01,1.2629E-03,1.4950E-03,1.6970E-01,1.3678E-02,1.7795E-02,1.0414E-04,1.2175E-04,5.9186E-03,,,,,,,,,,,,,
200,2.5155E+01,2.1991E+01,2.5924E+00,4.8196E-01,8.9713E-02,2.1991E+01,2.2161E+00,1.6670E-01,2.0961E-01,4.0779E-01,3.2341E-02,4.0972E-02,3.9815E-04,4.6642E-04,7.5074E-02,5.3064E-03,6.6435E-03,3.2852E-05,3.8039E-05,2.6186E-03,,,,,,,,,,,,,
300,7.9084E+00,6.9173E+00,8.1183E-01,1.5103E-01,2.8238E-02,6.9173E+00,7.1118E-01,4.5690E-02,5.4961E-02,1.3112E-01,8.9375E-03,1.0787E-02,8.4369E-05,9.9802E-05,2.4161E-02,1.4650E-03,1.7539E-03,6.9705E-06,8.1400E-06,8.4295E-04,,,,,,,,,,,,,
400,3.6005E+00,3.1503E+00,3.6875E-01,6.8633E-02,1.2858E-02,3.1503E+00,3.2697E-01,1.9151E-02,2.2623E-02,6.0357E-02,3.7591E-03,4.4508E-03,2.9959E-05,3.6442E-05,1.1124E-02,6.1635E-04,7.2434E-04,2.4737E-06,2.9734E-06,3.8825E-04,,,,,,,,,,,,,
500,2.0145E+00,1.7631E+00,2.0586E-01,3.8324E-02,7.1886E-03,1.7631E+00,1.8387E-01,1.0101E-02,1.1893E-02,3.3962E-02,1.9866E-03,2.3432E-03,1.4085E-05,1.7576E-05,6.2601E-03,3.2584E-04,3.8137E-04,1.1569E-06,1.4476E-06,2.1862E-04,,,,,,,,,,,,,
600,1.2834E+00,1.1236E+00,1.3088E-01,2.4365E-02,4.5738E-03,1.1236E+00,1.1746E-01,6.1476E-03,7.2718E-03,2.1702E-02,1.2104E-03,1.4345E-03,7.8454E-06,1.0141E-05,4.0005E-03,1.9858E-04,2.3342E-04,6.4327E-07,8.3834E-07,1.3981E-04,,,,,,,,,,,,,
800,6.6126E-01,5.7924E-01,6.7165E-02,1.2501E-02,2.3490E-03,5.7924E-01,6.0650E-02,2.9518E-03,3.5630E-03,1.1208E-02,5.8276E-04,7.0253E-04,3.2685E-06,4.6976E-06,2.0660E-03,9.5541E-05,1.1442E-04,2.6970E-07,3.8266E-07,7.2358E-05,,,,,,,,,,,,,
1000,4.1238E-01,3.6141E-01,4.1739E-02,7.7666E-03,1.4604E-03,3.6141E-01,3.7832E-02,1.7531E-03,2.1540E-03,6.9910E-03,3.4548E-04,4.2558E-04,1.8206E-06,2.6463E-06,1.2888E-03,5.6652E-05,6.9363E-05,1.4578E-07,2.2246E-07,4.5275E-05,,,,,,,,,,,,,
1500,1.9092E-01,1.6747E-01,1.9205E-02,3.5716E-03,6.7245E-04,1.6747E-01,1.7498E-02,7.4894E-04,9.5813E-04,3.2325E-03,1.4761E-04,1.8968E-04,7.1500E-07,1.1112E-06,5.9596E-04,2.4168E-05,3.0975E-05,5.3738E-08,9.4426E-08,2.1202E-05,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,3.2,4.8,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
