PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
4,1.1856E+05,0.0000E+00,0.0000E+00,9.7305E+04,2.1260E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2014E+04,1.5272E+04,2.8685E+04,1.7253E+04,2.4081E+04,3.0323E+03,3.2743E+03,6.0434E+03,2.8990E+03,4.0372E+03,3.2105E+01,4.0230E+01,5.3577E+02,4.6958E+02,8.4677E+02,4.9152E+01,,,,,,,,
5,6.7117E+04,0.0000E+00,0.0000E+00,5.4794E+04,1.2323E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.0471E+03,9.5180E+03,1.7381E+04,8.3221E+03,1.1526E+04,1.9858E+03,2.0210E+03,3.6436E+03,1.4550E+03,2.0102E+03,1.2501E+01,1.5608E+01,3.4894E+02,2.8891E+02,5.0987E+02,3.2019E+01,,,,,,,,
5.9482,4.2842E+04,0.0000E+00,0.0000E+00,3.4845E+04,7.9975E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.8266E+03,6.4551E+03,1.1543E+04,4.6376E+03,6.3826E+03,1.4188E+03,1.3658E+03,2.4180E+03,8.3341E+02,1.1439E+03,5.8819E+00,7.3215E+00,2.4843E+02,1.9492E+02,3.3825E+02,2.2801E+01,,,,,,,,
5.9958,1.1930E+05,0.0000E+00,7.7334E+04,3.4123E+04,7.8390E+03,0.0000E+00,0.0000E+00,0.0000E+00,7.7334E+04,5.7393E+03,6.3381E+03,1.1323E+04,4.5131E+03,6.2094E+03,1.3968E+03,1.3409E+03,2.3721E+03,8.1201E+02,1.1142E+03,5.6794E+00,7.0685E+00,2.4456E+02,1.9136E+02,3.3182E+02,2.2445E+01,,,,,,,,
6,1.1921E+05,0.0000E+00,7.7327E+04,3.4061E+04,7.8254E+03,0.0000E+00,0.0000E+00,0.0000E+00,7.7327E+04,5.7318E+03,6.3281E+03,1.1304E+04,4.5024E+03,6.1946E+03,1.3949E+03,1.3388E+03,2.3682E+03,8.1017E+02,1.1117E+03,5.6622E+00,7.0469E+00,2.4422E+02,1.9106E+02,3.3127E+02,2.2414E+01,,,,,,,,
6.4367,9.9888E+04,0.0000E+00,6.5009E+04,2.8323E+04,6.5562E+03,0.0000E+00,0.0000E+00,0.0000E+00,6.5009E+04,5.0165E+03,5.3783E+03,9.5340E+03,3.5382E+03,4.8560E+03,1.2151E+03,1.1375E+03,1.9974E+03,6.4318E+02,8.8011E+02,4.1532E+00,5.1618E+00,2.1249E+02,1.6225E+02,2.7940E+02,1.9503E+01,,,,,,,,
6.4882,1.3361E+05,0.0000E+00,9.9447E+04,2.7735E+04,6.4254E+03,0.0000E+00,0.0000E+00,3.5832E+04,6.3615E+04,4.9408E+03,5.2792E+03,9.3498E+03,3.4423E+03,4.7229E+03,1.1962E+03,1.1165E+03,1.9588E+03,6.2643E+02,8.5693E+02,4.0090E+00,4.9818E+00,2.0914E+02,1.5924E+02,2.7401E+02,1.9197E+01,,,,,,,,
6.7938,1.1922E+05,0.0000E+00,8.8935E+04,2.4566E+04,5.7183E+03,0.0000E+00,0.0000E+00,3.2464E+04,5.6471E+04,4.5237E+03,4.7395E+03,8.3468E+03,2.9358E+03,4.0202E+03,1.0920E+03,1.0019E+03,1.7495E+03,5.3758E+02,7.3404E+02,3.2675E+00,4.0567E+00,1.9080E+02,1.4287E+02,2.4474E+02,1.7514E+01,,,,,,,,
6.8482,1.3483E+05,0.0000E+00,1.0517E+05,2.4054E+04,5.6037E+03,0.0000E+00,1.8105E+04,3.1735E+04,5.5334E+04,4.4546E+03,4.6512E+03,8.1833E+03,2.8556E+03,3.9091E+03,1.0749E+03,9.8323E+02,1.7154E+03,5.2346E+02,7.1453E+02,3.1534E+00,3.9144E+00,1.8778E+02,1.4019E+02,2.3997E+02,1.7237E+01,,,,,,,,
8,9.1490E+04,0.0000E+00,7.1795E+04,1.5927E+04,3.7667E+03,0.0000E+00,1.4000E+04,2.1407E+04,3.6389E+04,3.2889E+03,3.2002E+03,5.5316E+03,1.6550E+03,2.2516E+03,7.8724E+02,6.7669E+02,1.1615E+03,3.0935E+02,4.1960E+02,1.5693E+00,1.9419E+00,1.3723E+02,9.6428E+01,1.6255E+02,1.2599E+01,,,,,,,,
10,5.0916E+04,0.0000E+00,4.0038E+04,8.7658E+03,2.1127E+03,0.0000E+00,9.3129E+03,1.1614E+04,1.9111E+04,2.1027E+03,1.8322E+03,3.0872E+03,7.4270E+02,1.0010E+03,4.9848E+02,3.8809E+02,6.5053E+02,1.4223E+02,1.9106E+02,5.6834E-01,6.9981E-01,8.6677E+01,5.5284E+01,9.1133E+01,7.9604E+00,,,,,,,,
15,1.7268E+04,0.0000E+00,1.3627E+04,2.9175E+03,7.2387E+02,0.0000E+00,4.2255E+03,3.6514E+03,5.7499E+03,9.0050E+02,6.2687E+02,1.0087E+03,1.6429E+02,2.1717E+02,2.1083E+02,1.3367E+02,2.1432E+02,3.2648E+01,4.3002E+01,8.6308E-02,1.0525E-01,3.6550E+01,1.9273E+01,3.0030E+01,3.3576E+00,,,,,,,,
20,7.8796E+03,0.0000E+00,6.2240E+03,1.3218E+03,3.3370E+02,0.0000E+00,2.3035E+03,1.5559E+03,2.3645E+03,4.7961E+02,2.8074E+02,4.3667E+02,5.4236E+01,7.0575E+01,1.1172E+02,6.0259E+01,9.3445E+01,1.1014E+01,1.4279E+01,2.1755E-02,2.6311E-02,1.9350E+01,8.6977E+00,1.3109E+01,1.7771E+00,,,,,,,,
30,2.5622E+03,0.0000E+00,2.0250E+03,4.2714E+02,1.1005E+02,0.0000E+00,9.2752E+02,4.4877E+02,6.4867E+02,1.8949E+02,8.5913E+01,1.2701E+02,1.0902E+01,1.3828E+01,4.3972E+01,1.8608E+01,2.7440E+01,2.2641E+00,2.8620E+00,2.9886E-03,3.5635E-03,7.6528E+00,2.6901E+00,3.8554E+00,6.9874E-01,,,,,,,,
40,1.1428E+03,0.0000E+00,9.0328E+02,1.9001E+02,4.9518E+01,0.0000E+00,4.6928E+02,1.8148E+02,2.5253E+02,9.5271E+01,3.5952E+01,5.1132E+01,3.4143E+00,4.2421E+00,2.2081E+01,7.8312E+00,1.1111E+01,7.1756E-01,8.8886E-01,7.2298E-04,8.5228E-04,3.8414E+00,1.1332E+00,1.5626E+00,3.5072E-01,,,,,,,,
41.973,9.9758E+02,0.0000E+00,7.8847E+02,1.6582E+02,4.3288E+01,0.0000E+00,4.1749E+02,1.5573E+02,2.1525E+02,8.4723E+01,3.1009E+01,4.3805E+01,2.8077E+00,3.4755E+00,1.9633E+01,6.7605E+00,9.5270E+00,5.9114E-01,7.2961E-01,5.6982E-04,6.7031E-04,3.4154E+00,9.7841E-01,1.3401E+00,3.1183E-01,,,,,,,,
42.309,5.6299E+03,4.6545E+03,7.7090E+02,1.6212E+02,4.2334E+01,4.6545E+03,4.0945E+02,1.5182E+02,2.0963E+02,8.3087E+01,3.0256E+01,4.2695E+01,2.7181E+00,3.3625E+00,1.9254E+01,6.5974E+00,9.2868E+00,5.7242E-01,7.0610E-01,5.4777E-04,6.4416E-04,3.3493E+00,9.5484E-01,1.3063E+00,3.0580E-01,,,,,,,,
50,3.6211E+03,3.0133E+03,4.8042E+02,1.0093E+02,2.6504E+01,3.0133E+03,2.7140E+02,8.8998E+01,1.2002E+02,5.5004E+01,1.8031E+01,2.4839E+01,1.3757E+00,1.6794E+00,1.2743E+01,3.9433E+00,5.4188E+00,2.9135E-01,3.5480E-01,2.3954E-04,2.7964E-04,2.2164E+00,5.7099E-01,7.6265E-01,2.0235E-01,,,,,,,,
60,2.2378E+03,1.8759E+03,2.8603E+02,6.0038E+01,1.5852E+01,1.8759E+03,1.7162E+02,4.9477E+01,6.4943E+01,3.4766E+01,1.0184E+01,1.3650E+01,6.5285E-01,7.8499E-01,8.0540E+00,2.2338E+00,2.9866E+00,1.3907E-01,1.6585E-01,9.7141E-05,1.1237E-04,1.4006E+00,3.2360E-01,4.2054E-01,1.2788E-01,,,,,,,,
80,1.0213E+03,8.6231E+02,1.2567E+02,2.6353E+01,7.0106E+00,8.6231E+02,8.1740E+01,1.9481E+01,2.4444E+01,1.6576E+01,4.0953E+00,5.2440E+00,2.0144E-01,2.3626E-01,3.8414E+00,9.0182E-01,1.1520E+00,4.3218E-02,5.0300E-02,2.3521E-05,2.6803E-05,6.6788E-01,1.3074E-01,1.6232E-01,6.0978E-02,,,,,,,,
100,5.5012E+02,4.6629E+02,6.6231E+01,1.3884E+01,3.7119E+00,4.6629E+02,4.5376E+01,9.4389E+00,1.1416E+01,9.2162E+00,2.0113E+00,2.4812E+00,8.1326E-02,9.3558E-02,2.1369E+00,4.4403E-01,5.4652E-01,1.7530E-02,2.0002E-02,7.9311E-06,8.9364E-06,3.7146E-01,6.4406E-02,7.7037E-02,3.3915E-02,,,,,,,,
150,1.7610E+02,1.4993E+02,2.0673E+01,4.3330E+00,1.1662E+00,1.4993E+02,1.5246E+01,2.5500E+00,2.8770E+00,3.1081E+00,5.5393E-01,6.3701E-01,1.6068E-02,1.7915E-02,7.2094E-01,1.2287E-01,1.4054E-01,3.4868E-03,3.8528E-03,1.1580E-06,1.2819E-06,1.2537E-01,1.7818E-02,1.9866E-02,1.1448E-02,,,,,,,,
200,7.8365E+01,6.6837E+01,9.1040E+00,1.9085E+00,5.1562E-01,6.6837E+01,6.9795E+00,1.0241E+00,1.1004E+00,1.4267E+00,2.2473E-01,2.4605E-01,5.2503E-03,5.7675E-03,3.3110E-01,4.9959E-02,5.4391E-02,1.1434E-03,1.2444E-03,3.1234E-07,3.4409E-07,5.7585E-02,7.2470E-03,7.6919E-03,5.2592E-03,,,,,,,,
300,2.5526E+01,2.1805E+01,2.9383E+00,6.1612E-01,1.6713E-01,2.1805E+01,2.3444E+00,2.9527E-01,2.9864E-01,4.8079E-01,6.5464E-02,6.7443E-02,1.1568E-03,1.2706E-03,1.1165E-01,1.4590E-02,1.4937E-02,2.5307E-04,2.7475E-04,5.3762E-08,6.0156E-08,1.9421E-02,2.1169E-03,2.1134E-03,1.7745E-03,,,,,,,,
400,1.1879E+01,1.0156E+01,1.3602E+00,2.8522E-01,7.7529E-02,1.0156E+01,1.1075E+00,1.2762E-01,1.2508E-01,2.2751E-01,2.8433E-02,2.8388E-02,4.2265E-04,4.6772E-04,5.2850E-02,6.3461E-03,6.2924E-03,9.2282E-05,1.0220E-04,1.6963E-08,1.9567E-08,9.1935E-03,9.2091E-04,8.9037E-04,8.4063E-04,,,,,,,,
500,6.7419E+00,5.7684E+00,7.6859E-01,1.6108E-01,4.3853E-02,5.7684E+00,6.3358E-01,6.8695E-02,6.6311E-02,1.3022E-01,1.5377E-02,1.5055E-02,2.0060E-04,2.2911E-04,3.0265E-02,3.4294E-03,3.3463E-03,4.3846E-05,5.0209E-05,7.1956E-09,8.6712E-09,5.2650E-03,4.9759E-04,4.7359E-04,4.8186E-04,,,,,,,,
600,4.3356E+00,3.7121E+00,4.9228E-01,1.0314E-01,2.8101E-02,3.7121E+00,4.0921E-01,4.2392E-02,4.0674E-02,8.4140E-02,9.5081E-03,9.2474E-03,1.1225E-04,1.3354E-04,1.9557E-02,2.1217E-03,2.0555E-03,2.4657E-05,2.9064E-05,3.7209E-09,4.7062E-09,3.4023E-03,3.0777E-04,2.9107E-04,3.1176E-04,,,,,,,,
800,2.2561E+00,1.9339E+00,2.5438E-01,5.3264E-02,1.4525E-02,1.9339E+00,2.1369E-01,2.0759E-02,1.9932E-02,4.3948E-02,4.6657E-03,4.5414E-03,4.8328E-05,6.0888E-05,1.0215E-02,1.0417E-03,1.0092E-03,1.0535E-05,1.3307E-05,1.4309E-09,1.9679E-09,1.7772E-03,1.5113E-04,1.4295E-04,1.6343E-04,,,,,,,,
1000,1.4111E+00,1.2108E+00,1.5821E-01,3.3107E-02,9.0326E-03,1.2108E+00,1.3375E-01,1.2433E-02,1.2023E-02,2.7507E-02,2.8007E-03,2.7386E-03,2.6482E-05,3.4626E-05,6.3930E-03,6.2514E-04,6.0891E-04,5.7601E-06,7.6277E-06,7.2007E-10,1.0793E-09,1.1124E-03,9.0658E-05,8.6335E-05,1.0280E-04,,,,,,,,
1500,6.5080E-01,5.5927E-01,7.2294E-02,1.5111E-02,4.1263E-03,5.5927E-01,6.1609E-02,5.4009E-03,5.2840E-03,1.2663E-02,1.2146E-03,1.2085E-03,1.0098E-05,1.4641E-05,2.9430E-03,2.7138E-04,2.6842E-04,2.1680E-06,3.1695E-06,2.7273E-10,4.6569E-10,5.1234E-04,3.9360E-05,3.8150E-05,4.8303E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,1.29,1.71,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
