PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
8,5.6220E+04,0.0000E+00,0.0000E+00,4.4773E+04,1.1448E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.7607E+03,7.5382E+03,1.3378E+04,7.7888E+03,1.0306E+04,1.5617E+03,1.7672E+03,3.0330E+03,1.5080E+03,1.9821E+03,1.4794E+02,1.8095E+02,3.0333E+02,2.8935E+02,4.7582E+02,7.4741E+01,9.3888E+01,2.9851E+01,,,,,,
10,3.1543E+04,0.0000E+00,0.0000E+00,2.5034E+04,6.5088E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.8400E+03,4.6924E+03,7.9345E+03,3.7163E+03,4.8510E+03,1.0170E+03,1.0893E+03,1.7943E+03,7.4989E+02,9.7218E+02,5.7618E+01,7.0029E+01,1.9644E+02,1.7781E+02,2.8130E+02,3.7355E+01,4.6281E+01,1.9331E+01,,,,,,
10.865,2.5399E+04,0.0000E+00,0.0000E+00,2.0133E+04,5.2661E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.2897E+03,3.9033E+03,6.4918E+03,2.8056E+03,3.6429E+03,8.6463E+02,9.0469E+02,1.4679E+03,5.7432E+02,7.4061E+02,4.0326E+01,4.8887E+01,1.6672E+02,1.4756E+02,2.3011E+02,2.8660E+01,3.5320E+01,1.6407E+01,,,,,,
10.952,6.4318E+04,0.0000E+00,3.9444E+04,1.9715E+04,5.1597E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.9444E+04,3.2407E+03,3.8342E+03,6.3662E+03,2.7303E+03,3.5436E+03,8.5119E+02,8.8854E+02,1.4396E+03,5.5967E+02,7.2135E+02,3.8959E+01,4.7219E+01,1.6410E+02,1.4491E+02,2.2568E+02,2.7934E+01,3.4407E+01,1.6149E+01,,,,,,
12.412,4.6024E+04,0.0000E+00,2.8113E+04,1.4170E+04,3.7412E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.8113E+04,2.5511E+03,2.8863E+03,4.6686E+03,1.7769E+03,2.2874E+03,6.6439E+02,6.6739E+02,1.0569E+03,3.7156E+02,4.7495E+02,2.2594E+01,2.7275E+01,1.2778E+02,1.0874E+02,1.6570E+02,1.8593E+01,2.2713E+01,1.2576E+01,,,,,,
12.511,6.2490E+04,0.0000E+00,4.4951E+04,1.3874E+04,3.6650E+03,0.0000E+00,0.0000E+00,1.7419E+04,2.7532E+04,2.5122E+03,2.8336E+03,4.5762E+03,1.7285E+03,2.2239E+03,6.5390E+02,6.5518E+02,1.0360E+03,3.6188E+02,4.6233E+02,2.1819E+01,2.6331E+01,1.2575E+02,1.0675E+02,1.6244E+02,1.8112E+01,2.2113E+01,1.2375E+01,,,,,,
12.942,5.7491E+04,0.0000E+00,4.1447E+04,1.2685E+04,3.3585E+03,0.0000E+00,0.0000E+00,1.6246E+04,2.5202E+04,2.3534E+03,2.6192E+03,4.2022E+03,1.5368E+03,1.9731E+03,6.1112E+02,6.0559E+02,9.5174E+02,3.2345E+02,4.1228E+02,1.8804E+01,2.2668E+01,1.1746E+02,9.8648E+01,1.4923E+02,1.6199E+01,1.9733E+01,1.1559E+01,,,,,,
13.045,6.5088E+04,0.0000E+00,4.9379E+04,1.2419E+04,3.2899E+03,0.0000E+00,8.8380E+03,1.5863E+04,2.4678E+04,2.3174E+03,2.5709E+03,4.1182E+03,1.4947E+03,1.9181E+03,6.0142E+02,5.9441E+02,9.3282E+02,3.1497E+02,4.0126E+02,1.8155E+01,2.1880E+01,1.1558E+02,9.6824E+01,1.4627E+02,1.5777E+01,1.9208E+01,1.1374E+01,,,,,,
15,4.5719E+04,0.0000E+00,3.4862E+04,8.5667E+03,2.2901E+03,0.0000E+00,6.9468E+03,1.1107E+04,1.6808E+04,1.7610E+03,1.8478E+03,2.8778E+03,9.1592E+02,1.1642E+03,4.5352E+02,4.2709E+02,6.5337E+02,1.9686E+02,2.4837E+02,9.7753E+00,1.1724E+01,8.6969E+01,6.9530E+01,1.0249E+02,9.8877E+00,1.1921E+01,8.5595E+00,,,,,,
20,2.1545E+04,0.0000E+00,1.6508E+04,3.9603E+03,1.0766E+03,0.0000E+00,4.1096E+03,5.1394E+03,7.2592E+03,9.8268E+02,9.0842E+02,1.3369E+03,3.2623E+02,4.0607E+02,2.4984E+02,2.1053E+02,3.0543E+02,7.2619E+01,8.9688E+01,2.6689E+00,3.1667E+00,4.7751E+01,3.4262E+01,4.7984E+01,3.6657E+00,4.3266E+00,4.7002E+00,,,,,,
30,7.2970E+03,0.0000E+00,5.6139E+03,1.3177E+03,3.6542E+02,0.0000E+00,1.8197E+03,1.6493E+03,2.1448E+03,4.1474E+02,3.1483E+02,4.2787E+02,7.2688E+01,8.7548E+01,1.0422E+02,7.3506E+01,9.8737E+01,1.6826E+01,2.0099E+01,4.1259E-01,4.8152E-01,1.9861E+01,1.1974E+01,1.5524E+01,8.5424E-01,9.7524E-01,1.9549E+00,,,,,,
40,3.3407E+03,0.0000E+00,2.5742E+03,5.9849E+02,1.6806E+02,0.0000E+00,9.8075E+02,7.1518E+02,8.7823E+02,2.1867E+02,1.4319E+02,1.8364E+02,2.4382E+01,2.8611E+01,5.4681E+01,3.3648E+01,4.2696E+01,5.7708E+00,6.7157E+00,1.0712E-01,1.2204E-01,1.0411E+01,5.5384E+00,6.7221E+00,2.9398E-01,3.2696E-01,1.0244E+00,,,,,,
50,1.8111E+03,0.0000E+00,1.3964E+03,3.2312E+02,9.1517E+01,0.0000E+00,5.9386E+02,3.6935E+02,4.3323E+02,1.3102E+02,7.6375E+01,9.3529E+01,1.0332E+01,1.1863E+01,3.2683E+01,1.8039E+01,2.1866E+01,2.4807E+00,2.8250E+00,3.7408E-02,4.2107E-02,6.2477E+00,2.9721E+00,3.4461E+00,1.2667E-01,1.3785E-01,6.1186E-01,,,,,,
60,1.0947E+03,0.0000E+00,8.4434E+02,1.9481E+02,5.5513E+01,0.0000E+00,3.8904E+02,2.1389E+02,2.4141E+02,8.5359E+01,4.5273E+01,5.3332E+01,5.0978E+00,5.7453E+00,2.1266E+01,1.0736E+01,1.2522E+01,1.2361E+00,1.3820E+00,1.5793E-02,1.7589E-02,4.0638E+00,1.7702E+00,1.9750E+00,6.3225E-02,6.7544E-02,3.9796E-01,,,,,,
74.024,6.1120E+02,0.0000E+00,4.7155E+02,1.0852E+02,3.1120E+01,0.0000E+00,2.3589E+02,1.1337E+02,1.2229E+02,5.1558E+01,2.4576E+01,2.7653E+01,2.2535E+00,2.4843E+00,1.2833E+01,5.8532E+00,6.5217E+00,5.5171E-01,6.0355E-01,5.8711E-03,6.4506E-03,2.4516E+00,9.6589E-01,1.0295E+00,2.8270E-02,2.9542E-02,2.4007E-01,,,,,,
74.617,2.9985E+03,2.4007E+03,4.6121E+02,1.0614E+02,3.0442E+01,2.4007E+03,2.3139E+02,1.1067E+02,1.1916E+02,5.0569E+01,2.4009E+01,2.6967E+01,2.1847E+00,2.4064E+00,1.2587E+01,5.7190E+00,6.3610E+00,5.3503E-01,5.8482E-01,5.6550E-03,6.2099E-03,2.4045E+00,9.4377E-01,1.0041E+00,2.7417E-02,2.8627E-02,2.3546E-01,,,,,,
80,2.4995E+03,2.0071E+03,3.7995E+02,8.7383E+01,2.5111E+01,2.0071E+03,1.9540E+02,8.9571E+01,9.4983E+01,4.2677E+01,1.9572E+01,2.1646E+01,1.6662E+00,1.8217E+00,1.0620E+01,4.6684E+00,5.1128E+00,4.0924E-01,4.4402E-01,4.0767E-03,4.4568E-03,2.0287E+00,7.7060E-01,8.0730E-01,2.0980E-02,2.1745E-02,1.9865E-01,,,,,,
100,1.3917E+03,1.1273E+03,2.0403E+02,4.6839E+01,1.3536E+01,1.1273E+03,1.1279E+02,4.5414E+01,4.5820E+01,2.4603E+01,1.0133E+01,1.0655E+01,7.0043E-01,7.4782E-01,6.1207E+00,2.4266E+00,2.5269E+00,1.7341E-01,1.8383E-01,1.4370E-03,1.5502E-03,1.1690E+00,4.0084E-01,3.9930E-01,8.9044E-03,9.0147E-03,1.1447E-01,,,,,,
150,4.7084E+02,3.8542E+02,6.5916E+01,1.5102E+01,4.4011E+00,3.8542E+02,4.0489E+01,1.3243E+01,1.2184E+01,8.8411E+00,3.0456E+00,2.9164E+00,1.4756E-01,1.5137E-01,2.2002E+00,7.3370E-01,6.9585E-01,3.6961E-02,3.7476E-02,2.2454E-04,2.3658E-04,4.2010E-01,1.2136E-01,1.1008E-01,1.9014E-03,1.8504E-03,4.1139E-02,,,,,,
200,2.1688E+02,1.7832E+02,2.9757E+01,6.8114E+00,1.9941E+00,1.7832E+02,1.9357E+01,5.5839E+00,4.8157E+00,4.2354E+00,1.3053E+00,1.1705E+00,5.0021E-02,5.0212E-02,1.0547E+00,3.1551E-01,2.7970E-01,1.2608E-02,1.2512E-02,6.2246E-05,6.4859E-05,2.0134E-01,5.2225E-02,4.4357E-02,6.4909E-04,6.1846E-04,1.9717E-02,,,,,,
300,7.3823E+01,6.0938E+01,9.9423E+00,2.2736E+00,6.6902E-01,6.0938E+01,6.8743E+00,1.7110E+00,1.3571E+00,1.5088E+00,4.0677E-01,3.3502E-01,1.1578E-02,1.1477E-02,3.7587E-01,9.8785E-02,8.0325E-02,2.9373E-03,2.8790E-03,1.1294E-05,1.1806E-05,7.1779E-02,1.6347E-02,1.2748E-02,1.5131E-04,1.4244E-04,7.0304E-03,,,,,,
400,3.5330E+01,2.9231E+01,4.7060E+00,1.0752E+00,3.1723E-01,2.9231E+01,3.3608E+00,7.6658E-01,5.7859E-01,7.3888E-01,1.8379E-01,1.4391E-01,4.3178E-03,4.3225E-03,1.8414E-01,4.4723E-02,3.4563E-02,1.1000E-03,1.0868E-03,3.5999E-06,3.8585E-06,3.5166E-02,7.4029E-03,5.4870E-03,5.6632E-05,5.3862E-05,3.4452E-03,,,,,,
500,2.0435E+01,1.6938E+01,2.6985E+00,6.1601E-01,1.8204E-01,1.6938E+01,1.9664E+00,4.2273E-01,3.0934E-01,4.3268E-01,1.0185E-01,7.7265E-02,2.0862E-03,2.1311E-03,1.0785E-01,2.4815E-02,1.8574E-02,5.3278E-04,5.3582E-04,1.5594E-06,1.7105E-06,2.0597E-02,4.1082E-03,2.9489E-03,2.7420E-05,2.6619E-05,2.0186E-03,,,,,,
600,1.3312E+01,1.1051E+01,1.7450E+00,3.9800E-01,1.1773E-01,1.1051E+01,1.2892E+00,2.6541E-01,1.9034E-01,2.8378E-01,6.4135E-02,4.7664E-02,1.1836E-03,1.2394E-03,7.0736E-02,1.5643E-02,1.1461E-02,3.0242E-04,3.1205E-04,8.0622E-07,9.3133E-07,1.3510E-02,2.5895E-03,1.8202E-03,1.5584E-05,1.5510E-05,1.3246E-03,,,,,,
800,7.0264E+00,5.8472E+00,9.1049E-01,2.0738E-01,6.1407E-02,5.8472E+00,6.8433E-01,1.3301E-01,9.3154E-02,1.5067E-01,3.2283E-02,2.3350E-02,5.1913E-04,5.5983E-04,3.7548E-02,7.8724E-03,5.6235E-03,1.3242E-04,1.4283E-04,3.1986E-07,3.8590E-07,7.1713E-03,1.3035E-03,8.9355E-04,6.8106E-06,7.1063E-06,7.0411E-04,,,,,,
1000,4.4180E+00,3.6830E+00,5.6763E-01,1.2911E-01,3.8263E-02,3.6830E+00,4.3096E-01,8.0816E-02,5.5853E-02,9.4832E-02,1.9661E-02,1.4007E-02,2.8460E-04,3.2209E-04,2.3639E-02,4.7949E-03,3.3773E-03,7.2783E-05,8.1794E-05,1.6022E-07,2.1284E-07,4.5146E-03,7.9383E-04,5.3648E-04,3.7488E-06,4.0942E-06,4.4416E-04,,,,,,
1500,2.0326E+00,1.6987E+00,2.5800E-01,5.8567E-02,1.7369E-02,1.6987E+00,1.9808E-01,3.5718E-02,2.4205E-02,4.3547E-02,8.7037E-03,6.0731E-03,1.1079E-04,1.3270E-04,1.0854E-02,2.1241E-03,1.4638E-03,2.8026E-05,3.3609E-05,5.8731E-08,7.8674E-08,2.0730E-03,3.5172E-04,2.3277E-04,1.4434E-06,1.7039E-06,2.0563E-04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,2.4,3.6,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
