PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,5f5/2,5f7/2,6s1/2,6p1/2,6p3/2,6d3/2,6d5/2,7s1/2
3.6637,1.9875E+05,0.0000E+00,0.0000E+00,0.0000E+00,1.9875E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.5299E+03,1.0649E+04,2.7801E+04,3.2606E+04,4.4970E+04,1.9417E+04,2.4050E+04,2.5422E+03,2.9213E+03,6.9392E+03,6.2647E+03,8.5295E+03,5.2232E+02,6.3413E+02,5.4867E+02,5.3212E+02,1.1318E+03,4.6465E+01,5.7318E+01,5.7845E+01
3.6931,4.6578E+05,0.0000E+00,0.0000E+00,2.7067E+05,1.9511E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.7067E+05,8.4299E+03,1.0542E+04,2.7417E+04,3.2042E+04,4.4157E+04,1.8894E+04,2.3397E+04,2.5093E+03,2.8870E+03,6.8388E+03,6.1558E+03,8.3759E+03,5.0887E+02,6.1765E+02,5.4134E+02,5.2563E+02,1.1152E+03,4.5658E+01,5.6286E+01,5.7076E+01
3.855,4.1859E+05,0.0000E+00,0.0000E+00,2.4197E+05,1.7662E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.4197E+05,7.9076E+03,9.9799E+03,2.5430E+04,2.9135E+04,3.9998E+04,1.6302E+04,2.0162E+04,2.3390E+03,2.7082E+03,6.3204E+03,5.5968E+03,7.5899E+03,4.4195E+02,5.3560E+02,5.0346E+02,4.9181E+02,1.0298E+03,4.1510E+01,5.1003E+01,5.3088E+01
3.8858,5.8191E+05,0.0000E+00,0.0000E+00,4.0854E+05,1.7337E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7151E+05,2.3703E+05,7.8137E+03,9.8771E+03,2.5075E+04,2.8619E+04,3.9265E+04,1.5859E+04,1.9610E+04,2.3085E+03,2.6760E+03,6.2280E+03,5.4979E+03,7.4510E+03,4.3044E+02,5.2152E+02,4.9670E+02,4.8573E+02,1.0146E+03,4.0776E+01,5.0070E+01,5.2380E+01
4,5.4319E+05,0.0000E+00,0.0000E+00,3.8114E+05,1.6206E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6018E+05,2.2096E+05,7.4817E+03,9.5080E+03,2.3819E+04,2.6810E+04,3.6701E+04,1.4345E+04,1.7723E+04,2.2009E+03,2.5615E+03,5.9024E+03,5.1511E+03,6.9653E+03,3.9096E+02,4.6537E+02,4.7288E+02,4.6419E+02,9.6102E+02,3.8204E+01,4.6806E+01,4.9882E+01
4.4168,4.2538E+05,0.0000E+00,0.0000E+00,2.9694E+05,1.2844E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2553E+05,1.7140E+05,6.4432E+03,8.2927E+03,1.9892E+04,2.1347E+04,2.8972E+04,1.0132E+04,1.2479E+04,1.8670E+03,2.1990E+03,4.9001E+03,4.1026E+03,5.5049E+03,2.7997E+02,3.3208E+02,3.9925E+02,3.9644E+02,7.9645E+02,3.0431E+01,3.6997E+01,4.2158E+01
4.4522,4.8591E+05,0.0000E+00,0.0000E+00,3.5985E+05,1.2605E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.9122E+04,1.2304E+05,1.6769E+05,6.3651E+03,8.1994E+03,1.9601E+04,2.0952E+04,2.8415E+04,9.8502E+03,1.2129E+04,1.8423E+03,2.1718E+03,4.8265E+03,4.0270E+03,5.4000E+03,2.7246E+02,3.2309E+02,3.9383E+02,3.9138E+02,7.8439E+02,2.9870E+01,3.6293E+01,4.1588E+01
5,3.6345E+05,0.0000E+00,0.0000E+00,2.6771E+05,9.5746E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.7386E+04,8.9980E+04,1.2034E+05,5.3070E+03,6.9307E+03,1.5788E+04,1.5869E+04,2.1321E+04,6.5016E+03,7.9760E+03,1.5152E+03,1.8054E+03,3.8617E+03,3.0560E+03,4.0611E+03,1.8127E+02,2.1552E+02,3.2232E+02,3.2361E+02,6.2652E+02,2.2675E+01,2.7301E+01,3.4078E+01
5.3616,3.0412E+05,0.0000E+00,0.0000E+00,2.2309E+05,8.1027E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.1330E+04,7.3748E+04,9.8014E+04,4.7488E+03,6.2328E+03,1.3810E+04,1.3366E+04,1.7846E+04,5.0436E+03,6.1732E+03,1.3451E+03,1.6105E+03,3.3680E+03,2.5769E+03,3.4057E+03,1.4176E+02,1.6814E+02,2.8538E+02,2.8786E+02,5.4596E+02,1.9124E+01,2.2900E+01,3.0195E+01
5.4046,3.1613E+05,0.0000E+00,0.0000E+00,2.3664E+05,7.9492E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8466E+04,5.0617E+04,7.2075E+04,9.5478E+04,4.6886E+03,6.1563E+03,1.3598E+04,1.3102E+04,1.7483E+04,4.8985E+03,5.9940E+03,1.3269E+03,1.5894E+03,3.3154E+03,2.5266E+03,3.3372E+03,1.3780E+02,1.6340E+02,2.8143E+02,2.8400E+02,5.3738E+02,1.8751E+01,2.2440E+01,2.9779E+01
5.7152,2.7541E+05,0.0000E+00,0.0000E+00,2.0591E+05,6.9501E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7404E+04,4.5643E+04,6.1200E+04,8.1661E+04,4.2845E+03,5.6409E+03,1.2198E+04,1.1383E+04,1.5123E+04,3.9878E+03,4.8709E+03,1.2052E+03,1.4479E+03,2.9670E+03,2.1983E+03,2.8908E+03,1.1288E+02,1.3359E+02,2.5512E+02,2.5817E+02,4.8061E+02,1.6319E+01,1.9443E+01,2.7012E+01
5.761,2.8171E+05,0.0000E+00,0.0000E+00,2.1353E+05,6.8179E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1620E+04,1.7253E+04,4.4950E+04,5.9888E+04,7.9817E+04,4.2292E+03,5.5704E+03,1.2010E+04,1.1155E+04,1.4811E+04,3.8718E+03,4.7281E+03,1.1888E+03,1.4286E+03,2.9201E+03,2.1547E+03,2.8317E+03,1.0969E+02,1.2978E+02,2.5156E+02,2.5465E+02,4.7296E+02,1.5995E+01,1.9046E+01,2.6638E+01
6,2.5535E+05,0.0000E+00,0.0000E+00,1.9354E+05,6.1810E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0994E+04,1.6626E+04,4.1535E+04,5.3544E+04,7.0841E+04,3.9560E+03,5.2219E+03,1.1087E+04,1.0056E+04,1.3306E+04,3.3296E+03,4.0603E+03,1.1079E+03,1.3336E+03,2.6911E+03,1.9442E+03,2.5469E+03,9.4730E+01,1.1192E+02,2.3413E+02,2.3736E+02,4.3569E+02,1.4436E+01,1.7133E+01,2.4803E+01
8,1.2525E+05,0.0000E+00,0.0000E+00,9.4649E+04,3.0602E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.3168E+03,1.1167E+04,2.3672E+04,2.2922E+04,2.9571E+04,2.4328E+03,3.2080E+03,6.1514E+03,4.6715E+03,6.0345E+03,1.1136E+03,1.3445E+03,6.6614E+02,8.0174E+02,1.4811E+03,9.1094E+02,1.1659E+03,3.2551E+01,3.8056E+01,1.3958E+02,1.4145E+02,2.3927E+02,6.7734E+00,7.8536E+00,1.4835E+01
10,7.1539E+04,0.0000E+00,0.0000E+00,5.3959E+04,1.7580E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.2272E+03,7.7837E+03,1.4829E+04,1.1520E+04,1.4599E+04,1.6410E+03,2.1310E+03,3.7972E+03,2.4854E+03,3.1500E+03,4.6150E+02,5.5253E+02,4.4345E+02,5.2676E+02,9.1067E+02,4.8834E+02,6.1340E+02,1.3732E+01,1.5916E+01,9.2419E+01,9.2446E+01,1.4699E+02,3.6354E+00,4.1367E+00,9.8470E+00
15,2.5383E+04,0.0000E+00,0.0000E+00,1.9071E+04,6.3113E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.6244E+03,3.6345E+03,5.8879E+03,3.1136E+03,3.8109E+03,7.7460E+02,9.5061E+02,1.4936E+03,7.3337E+02,8.9613E+02,8.7472E+01,1.0298E+02,2.0605E+02,2.3244E+02,3.5728E+02,1.4613E+02,1.7703E+02,2.6702E+00,3.0422E+00,4.2618E+01,4.0501E+01,5.7922E+01,1.0901E+00,1.1963E+00,4.5596E+00
17.607,1.6766E+04,0.0000E+00,0.0000E+00,1.2577E+04,4.1885E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.9613E+03,2.6063E+03,3.9911E+03,1.8215E+03,2.1971E+03,5.6910E+02,6.7658E+02,1.0131E+03,4.4196E+02,5.3187E+02,4.4443E+01,5.1945E+01,1.5071E+02,1.6503E+02,2.4230E+02,8.8523E+01,1.0562E+02,1.3674E+00,1.5463E+00,3.1100E+01,2.9362E+01,3.9279E+01,6.6080E-01,7.1425E-01,3.3321E+00
17.748,3.9054E+04,0.0000E+00,2.2631E+04,1.2319E+04,4.1036E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.2631E+04,1.9324E+03,2.5628E+03,3.9137E+03,1.7732E+03,2.1371E+03,5.6035E+02,6.6502E+02,9.9342E+02,4.3082E+02,5.1806E+02,4.2959E+01,5.0191E+01,1.4836E+02,1.6220E+02,2.3760E+02,8.6312E+01,1.0290E+02,1.3223E+00,1.4947E+00,3.0612E+01,2.8857E+01,3.8516E+01,6.4432E-01,6.9591E-01,3.2800E+00
20,2.8187E+04,0.0000E+00,1.6151E+04,9.0185E+03,3.0171E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.6151E+04,1.5461E+03,1.9802E+03,2.9043E+03,1.1809E+03,1.4070E+03,4.4334E+02,5.1210E+02,7.3830E+02,2.9283E+02,3.4803E+02,2.5751E+01,2.9914E+01,1.1705E+02,1.2475E+02,1.7661E+02,5.8884E+01,6.9381E+01,7.9681E-01,8.9548E-01,2.4115E+01,2.2193E+01,2.8629E+01,4.3978E-01,4.6945E-01,2.5864E+00
21.683,2.2693E+04,0.0000E+00,1.2945E+04,7.2996E+03,2.4483E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.2945E+04,1.3244E+03,1.6569E+03,2.3661E+03,8.9476E+02,1.0574E+03,3.7761E+02,4.2765E+02,6.0198E+02,2.2469E+02,2.6488E+02,1.8161E+01,2.1012E+01,9.9537E+01,1.0411E+02,1.4403E+02,4.5289E+01,5.2929E+01,5.6382E-01,6.3104E-01,2.0488E+01,1.8521E+01,2.3347E+01,3.3834E-01,3.5825E-01,2.1986E+00
21.857,3.1610E+04,0.0000E+00,2.2063E+04,7.1486E+03,2.3983E+03,0.0000E+00,0.0000E+00,9.3936E+03,1.2670E+04,1.3042E+03,1.6278E+03,2.3183E+03,8.7046E+02,1.0278E+03,3.7165E+02,4.2005E+02,5.8989E+02,2.1886E+02,2.5779E+02,1.7543E+01,2.0289E+01,9.7949E+01,1.0226E+02,1.4114E+02,4.4123E+01,5.1525E+01,5.4482E-01,6.0953E-01,2.0159E+01,1.8191E+01,2.2879E+01,3.2964E-01,3.4876E-01,2.1635E+00
22.451,2.9500E+04,0.0000E+00,2.0601E+04,6.6624E+03,2.2372E+03,0.0000E+00,0.0000E+00,8.8181E+03,1.1783E+04,1.2382E+03,1.5330E+03,2.1639E+03,7.9322E+02,9.3407E+02,3.5223E+02,3.9537E+02,5.5084E+02,2.0027E+02,2.3526E+02,1.5612E+01,1.8031E+01,9.2780E+01,9.6232E+01,1.3181E+02,4.0408E+01,4.7057E+01,4.8538E-01,5.4226E-01,1.9090E+01,1.7120E+01,2.1366E+01,3.0191E-01,3.1856E-01,2.0491E+00
22.631,3.3420E+04,0.0000E+00,2.4704E+04,6.5243E+03,2.1914E+03,0.0000E+00,4.4826E+03,8.6916E+03,1.1530E+04,1.2193E+03,1.5057E+03,2.1198E+03,7.7158E+02,9.0787E+02,3.4665E+02,3.8829E+02,5.3971E+02,1.9505E+02,2.2893E+02,1.5080E+01,1.7409E+01,9.1294E+01,9.4506E+01,1.2915E+02,3.9363E+01,4.5803E+01,4.6897E-01,5.2372E-01,1.8783E+01,1.6812E+01,2.0935E+01,2.9412E-01,3.1008E-01,2.0162E+00
30,1.6315E+04,0.0000E+00,1.2162E+04,3.1022E+03,1.0512E+03,0.0000E+00,2.7429E+03,4.2872E+03,5.1316E+03,6.9731E+02,7.8294E+02,1.0076E+03,2.8673E+02,3.2758E+02,1.9502E+02,2.0181E+02,2.5814E+02,7.5364E+01,8.5848E+01,4.3656E+00,4.9630E+00,5.1130E+01,4.9074E+01,6.1846E+01,1.5326E+01,1.7305E+01,1.3717E-01,1.5082E-01,1.0626E+01,8.7315E+00,1.0026E+01,1.1461E-01,1.1728E-01,1.1283E+00
40,7.7110E+03,0.0000E+00,5.7745E+03,1.4435E+03,4.9299E+02,0.0000E+00,1.5703E+03,2.0075E+03,2.1966E+03,3.8409E+02,3.8805E+02,4.5653E+02,1.0202E+02,1.1285E+02,1.0624E+02,1.0032E+02,1.1784E+02,2.7704E+01,3.0547E+01,1.2078E+00,1.3494E+00,2.7765E+01,2.4400E+01,2.8282E+01,5.6718E+00,6.1987E+00,3.8273E-02,4.1351E-02,5.7674E+00,4.3429E+00,4.5858E+00,4.2449E-02,4.2049E-02,6.1230E-01
50,4.2807E+03,0.0000E+00,3.2136E+03,7.9438E+02,2.7274E+02,0.0000E+00,9.9776E+02,1.0973E+03,1.1185E+03,2.3790E+02,2.2052E+02,2.4210E+02,4.5184E+01,4.8673E+01,6.5399E+01,5.7218E+01,6.2872E+01,1.2532E+01,1.3455E+01,4.4182E-01,4.8651E-01,1.7063E+01,1.3926E+01,1.5113E+01,2.5770E+00,2.7425E+00,1.4073E-02,1.4986E-02,3.5433E+00,2.4795E+00,2.4507E+00,1.9297E-02,1.8616E-02,3.7615E-01
60,2.6351E+03,0.0000E+00,1.9809E+03,4.8651E+02,1.6771E+02,0.0000E+00,6.7823E+02,6.6360E+02,6.3904E+02,1.5923E+02,1.3735E+02,1.4254E+02,2.3082E+01,2.4311E+01,4.3608E+01,3.5771E+01,3.7197E+01,6.4988E+00,6.8219E+00,1.9374E-01,2.1070E-01,1.1367E+01,8.7130E+00,8.9529E+00,1.3395E+00,1.3870E+00,6.1933E-03,6.5125E-03,2.3598E+00,1.5516E+00,1.4518E+00,1.0043E-02,9.4740E-03,2.5050E-01
80,1.2184E+03,0.0000E+00,9.1708E+02,2.2371E+02,7.7563E+01,0.0000E+00,3.5935E+02,2.9660E+02,2.6113E+02,8.3043E+01,6.3964E+01,6.0697E+01,7.9394E+00,8.0626E+00,2.2653E+01,1.6759E+01,1.5957E+01,2.2809E+00,2.3089E+00,5.2715E-02,5.6162E-02,5.8990E+00,4.0876E+00,3.8485E+00,4.7216E-01,4.7153E-01,1.6931E-03,1.7438E-03,1.2242E+00,7.2814E-01,6.2409E-01,3.5418E-03,3.2227E-03,1.2994E-01
100,6.6770E+02,0.0000E+00,5.0289E+02,1.2226E+02,4.2556E+01,0.0000E+00,2.1567E+02,1.5767E+02,1.2955E+02,4.9465E+01,3.4962E+01,3.0941E+01,3.4664E+00,3.4219E+00,1.3468E+01,9.2033E+00,8.1773E+00,1.0087E+00,9.9283E-01,1.9379E-02,2.0311E-02,3.5059E+00,2.2473E+00,1.9709E+00,2.0939E-01,2.0332E-01,6.2429E-04,6.3253E-04,7.2732E-01,4.0037E-01,3.2030E-01,1.5714E-03,1.3904E-03,7.7203E-02
119.28,4.1490E+02,0.0000E+00,3.1258E+02,7.5847E+01,2.6478E+01,0.0000E+00,1.4275E+02,9.5518E+01,7.4311E+01,3.2626E+01,2.1594E+01,1.8084E+01,1.8029E+00,1.7413E+00,8.8748E+00,5.7041E+00,4.7974E+00,5.2921E-01,5.0975E-01,8.8145E-03,9.1228E-03,2.3102E+00,1.3942E+00,1.1573E+00,1.1007E-01,1.0458E-01,2.8461E-04,2.8467E-04,4.7908E-01,2.4839E-01,1.8811E-01,8.2629E-04,7.1555E-04,5.0854E-02
120.23,1.7061E+03,1.3001E+03,3.0592E+02,7.4228E+01,2.5916E+01,1.3001E+03,1.4008E+02,9.3376E+01,7.2465E+01,3.2013E+01,2.1126E+01,1.7648E+01,1.7505E+00,1.6890E+00,8.7079E+00,5.5815E+00,4.6827E+00,5.1401E-01,4.9464E-01,8.5069E-03,8.7997E-03,2.2667E+00,1.3643E+00,1.1297E+00,1.0692E-01,1.0149E-01,2.7471E-04,2.7461E-04,4.7007E-01,2.4306E-01,1.8363E-01,8.0261E-04,6.9439E-04,4.9897E-02
150,9.7324E+02,7.4953E+02,1.6857E+02,4.0832E+01,1.4307E+01,7.4953E+02,8.2709E+01,4.9776E+01,3.6086E+01,1.8858E+01,1.1503E+01,8.9683E+00,7.7438E-01,7.2818E-01,5.1263E+00,3.0513E+00,2.3897E+00,2.2947E-01,2.1530E-01,3.1945E-03,3.2574E-03,1.3362E+00,7.4927E-01,5.7708E-01,4.7840E-02,4.4262E-02,1.0341E-04,1.0185E-04,2.7664E-01,1.3303E-01,9.3824E-02,3.5913E-04,3.0301E-04,2.9365E-02
200,4.6698E+02,3.6334E+02,7.8115E+01,1.8891E+01,6.6426E+00,3.6334E+02,4.1342E+01,2.2087E+01,1.4686E+01,9.4174E+00,5.2218E+00,3.7289E+00,2.7301E-01,2.4953E-01,2.5592E+00,1.3914E+00,9.9821E-01,8.1658E-02,7.4518E-02,9.2737E-04,9.1967E-04,6.6692E-01,3.4206E-01,2.4132E-01,1.7067E-02,1.5352E-02,3.0146E-05,2.9243E-05,1.3807E-01,6.0740E-02,3.9245E-02,1.2814E-04,1.0517E-04,1.4657E-02
300,1.6706E+02,1.3117E+02,2.7055E+01,6.5294E+00,2.3049E+00,1.3117E+02,1.5578E+01,7.2039E+00,4.2730E+00,3.5510E+00,1.7449E+00,1.1092E+00,6.5722E-02,5.8629E-02,9.6506E-01,4.6724E-01,2.9844E-01,1.9847E-02,1.7596E-02,1.7327E-04,1.7127E-04,2.5145E-01,1.1502E-01,7.2229E-02,4.1591E-03,3.6528E-03,5.6497E-06,5.4573E-06,5.2055E-02,2.0428E-02,1.1749E-02,3.1236E-05,2.5064E-05,5.5275E-03
400,8.2614E+01,6.5222E+01,1.3116E+01,3.1595E+00,1.1174E+00,6.5222E+01,7.9145E+00,3.3515E+00,1.8497E+00,1.8050E+00,8.2179E-01,4.8532E-01,2.5096E-02,2.2353E-02,4.9062E-01,2.2062E-01,1.3068E-01,7.6262E-03,6.7394E-03,5.6079E-05,5.6798E-05,1.2782E-01,5.4352E-02,3.1697E-02,1.5982E-03,1.4021E-03,1.8337E-06,1.8046E-06,2.6460E-02,9.6536E-03,5.1573E-03,1.2007E-05,9.6332E-06,2.8109E-03
500,4.8887E+01,3.8753E+01,7.6445E+00,1.8384E+00,6.5106E-01,3.8753E+01,4.7539E+00,1.8952E+00,9.9534E-01,1.0843E+00,4.6804E-01,2.6271E-01,1.2318E-02,1.1072E-02,2.9472E-01,1.2600E-01,7.0827E-02,3.7530E-03,3.3504E-03,2.4537E-05,2.5578E-05,7.6776E-02,3.1016E-02,1.7185E-02,7.8792E-04,6.9723E-04,8.0115E-07,8.1025E-07,1.5893E-02,5.5093E-03,2.7968E-03,5.9199E-06,4.7991E-06,1.6894E-03
600,3.2362E+01,2.5735E+01,5.0010E+00,1.2009E+00,4.2560E-01,2.5735E+01,3.1738E+00,1.2128E+00,6.1434E-01,7.2376E-01,3.0080E-01,1.6269E-01,7.1483E-03,6.4885E-03,1.9672E-01,8.1057E-02,4.3902E-02,2.1806E-03,1.9698E-03,1.3520E-05,1.3948E-05,5.1243E-02,1.9959E-02,1.0653E-02,4.5822E-04,4.0906E-04,4.3517E-07,4.4883E-07,1.0608E-02,3.5451E-03,1.7340E-03,3.4447E-06,2.8253E-06,1.1285E-03
800,1.7397E+01,1.3898E+01,2.6416E+00,6.3275E-01,2.2443E-01,1.3898E+01,1.7203E+00,6.2189E-01,2.9942E-01,3.9207E-01,1.5500E-01,7.9581E-02,3.1506E-03,2.9445E-03,1.0654E-01,4.1831E-02,2.1491E-02,9.6648E-04,8.9355E-04,5.1709E-06,5.7903E-06,2.7751E-02,1.0301E-02,5.2154E-03,2.0269E-04,1.8626E-04,1.6879E-07,1.8564E-07,5.7448E-03,1.8296E-03,8.4923E-04,1.5265E-06,1.2934E-06,6.1270E-04
1000,1.1023E+01,8.8316E+00,1.6551E+00,3.9573E-01,1.4040E-01,8.8316E+00,1.0933E+00,3.8348E-01,1.7830E-01,2.4902E-01,9.5814E-02,4.7473E-02,1.7586E-03,1.6664E-03,6.7652E-02,2.5874E-02,1.2813E-02,5.3781E-04,5.1020E-04,2.6674E-06,3.1479E-06,1.7621E-02,6.3723E-03,3.1111E-03,1.1289E-04,1.0644E-04,8.5710E-08,1.0022E-07,3.6479E-03,1.1319E-03,5.0687E-04,8.5369E-07,7.4684E-07,3.9044E-04
