PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,5f5/2,5f7/2,6s1/2,6p1/2,6p3/2,7s1/2,
4.523,3.6280E+05,0.0000E+00,0.0000E+00,1.9725E+05,1.6555E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.9725E+05,6.4815E+03,8.0635E+03,2.2949E+04,2.6759E+04,3.6393E+04,1.6118E+04,1.9742E+04,2.0786E+03,2.4265E+03,6.1053E+03,5.6346E+03,7.5199E+03,1.6122E+03,1.8871E+03,4.3887E+02,4.2409E+02,8.7897E+02,3.4857E+01,
4.7553,3.3163E+05,0.0000E+00,0.0000E+00,1.8457E+05,1.4706E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8457E+05,6.0275E+03,7.5870E+03,2.0976E+04,2.3923E+04,3.2356E+04,1.3558E+04,1.6579E+04,1.9159E+03,2.2582E+03,5.5603E+03,5.0352E+03,6.6895E+03,1.3674E+03,1.5975E+03,4.0337E+02,3.9329E+02,7.9967E+02,3.2055E+01,
4.7934,4.4861E+05,0.0000E+00,0.0000E+00,3.0430E+05,1.4431E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2357E+05,1.8073E+05,5.9570E+03,7.5128E+03,2.0676E+04,2.3496E+04,3.1749E+04,1.3188E+04,1.6122E+04,1.8911E+03,2.2322E+03,5.4777E+03,4.9451E+03,6.5650E+03,1.3318E+03,1.5554E+03,3.9798E+02,3.8856E+02,7.8766E+02,3.1629E+01,
5,4.1284E+05,0.0000E+00,0.0000E+00,2.8229E+05,1.3055E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1969E+05,1.6259E+05,5.5945E+03,7.1294E+03,1.9157E+04,2.1335E+04,2.8705E+04,1.1385E+04,1.3897E+04,1.7651E+03,2.0987E+03,5.0587E+03,4.4911E+03,5.9397E+03,1.1576E+03,1.3494E+03,3.7056E+02,3.6432E+02,7.2681E+02,2.9463E+01,
5.3864,3.4303E+05,0.0000E+00,0.0000E+00,2.3370E+05,1.0932E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,9.9686E+04,1.3402E+05,5.0033E+03,6.4802E+03,1.6700E+04,1.7930E+04,2.3963E+04,8.7587E+03,1.0662E+04,1.5612E+03,1.8787E+03,4.3892E+03,3.7782E+03,4.9633E+03,9.0074E+02,1.0470E+03,3.2651E+02,3.2464E+02,6.2978E+02,2.5981E+01,
5.4296,3.9280E+05,0.0000E+00,0.0000E+00,2.8554E+05,1.0726E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.6678E+04,9.7737E+04,1.3113E+05,4.9437E+03,6.4121E+03,1.6453E+04,1.7596E+04,2.3498E+04,8.5142E+03,1.0361E+04,1.5407E+03,1.8562E+03,4.3224E+03,3.7081E+03,4.8676E+03,8.7665E+02,1.0186E+03,3.2209E+02,3.2061E+02,6.2011E+02,2.5632E+01,
6,3.0574E+05,0.0000E+00,0.0000E+00,2.2137E+05,8.4364E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.7809E+04,7.4995E+04,9.8570E+04,4.2466E+03,5.5889E+03,1.3619E+04,1.3844E+04,1.8299E+04,5.9541E+03,7.2188E+03,1.3044E+03,1.5927E+03,3.5600E+03,2.9215E+03,3.8004E+03,6.1804E+02,7.1966E+02,2.7138E+02,2.7360E+02,5.0995E+02,2.1622E+01,
6.7803,2.2308E+05,0.0000E+00,0.0000E+00,1.6033E+05,6.2751E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.8974E+04,5.2814E+04,6.8545E+04,3.5016E+03,4.6864E+03,1.0744E+04,1.0218E+04,1.3350E+04,3.8122E+03,4.6007E+03,1.0609E+03,1.3121E+03,2.7929E+03,2.1624E+03,2.7818E+03,4.0208E+02,4.6590E+02,2.1956E+02,2.2408E+02,3.9945E+02,1.7517E+01,
6.8346,2.3173E+05,0.0000E+00,0.0000E+00,1.7019E+05,6.1545E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3184E+04,3.8384E+04,5.1598E+04,6.7022E+04,3.4575E+03,4.6310E+03,1.0576E+04,1.0014E+04,1.3073E+04,3.7017E+03,4.4660E+03,1.0465E+03,1.2953E+03,2.7485E+03,2.1196E+03,2.7248E+03,3.9082E+02,4.5271E+02,2.1652E+02,2.2113E+02,3.9306E+02,1.7276E+01,
7.1918,2.0392E+05,0.0000E+00,0.0000E+00,1.4956E+05,5.4358E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2534E+04,3.4729E+04,4.4489E+04,5.7808E+04,3.1875E+03,4.2865E+03,9.5584E+03,8.7935E+03,1.1423E+04,3.0652E+03,3.6911E+03,9.5920E+02,1.1921E+03,2.4795E+03,1.8639E+03,2.3849E+03,3.2565E+02,3.7643E+02,1.9805E+02,2.0307E+02,3.5438E+02,1.5812E+01,
7.2494,2.0825E+05,0.0000E+00,0.0000E+00,1.5494E+05,5.3310E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.3696E+03,1.2425E+04,3.4181E+04,4.3522E+04,5.6445E+04,3.1469E+03,4.2342E+03,9.4076E+03,8.6148E+03,1.1183E+04,2.9756E+03,3.5822E+03,9.4616E+02,1.1766E+03,2.4396E+03,1.8265E+03,2.3353E+03,3.1643E+02,3.6566E+02,1.9530E+02,2.0035E+02,3.4866E+02,1.5594E+01,
8,1.6311E+05,0.0000E+00,0.0000E+00,1.2123E+05,4.1883E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.2624E+03,1.1370E+04,2.8137E+04,3.2685E+04,4.1773E+04,2.6790E+03,3.6301E+03,7.7106E+03,6.6640E+03,8.5686E+03,2.0567E+03,2.4663E+03,7.9797E+02,9.9822E+02,1.9926E+03,1.4170E+03,1.7953E+03,2.2118E+02,2.5455E+02,1.6412E+02,1.6933E+02,2.8450E+02,1.3118E+01,
10,9.3661E+04,0.0000E+00,0.0000E+00,6.9533E+04,2.4127E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.3636E+03,8.3341E+03,1.7997E+04,1.6796E+04,2.1043E+04,1.8400E+03,2.5056E+03,4.8325E+03,3.6392E+03,4.5798E+03,8.7346E+02,1.0378E+03,5.3827E+02,6.7657E+02,1.2420E+03,7.7964E+02,9.6722E+02,9.6102E+01,1.0955E+02,1.0993E+02,1.1392E+02,1.7707E+02,8.8100E+00,
15,3.3670E+04,0.0000E+00,0.0000E+00,2.4946E+04,8.7236E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.8575E+03,4.2998E+03,7.4163E+03,4.7013E+03,5.6715E+03,8.9531E+02,1.1901E+03,1.9556E+03,1.1233E+03,1.3570E+03,1.7254E+02,2.0128E+02,2.5596E+02,3.1527E+02,5.0004E+02,2.4428E+02,2.9107E+02,1.9643E+01,2.1971E+01,5.1748E+01,5.2571E+01,7.1738E+01,4.1671E+00,
20,1.6107E+04,0.0000E+00,0.0000E+00,1.1910E+04,4.1969E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7337E+03,2.4709E+03,3.7412E+03,1.8261E+03,2.1384E+03,5.2215E+02,6.6779E+02,9.8602E+02,4.6221E+02,5.4143E+02,5.2192E+01,6.0008E+01,1.4775E+02,1.7571E+02,2.5194E+02,1.0157E+02,1.1737E+02,6.0538E+00,6.6714E+00,2.9711E+01,2.9841E+01,3.6137E+01,2.3997E+00,
20.87,1.4434E+04,0.0000E+00,0.0000E+00,1.0670E+04,3.7639E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6049E+03,2.2655E+03,3.3698E+03,1.5833E+03,1.8463E+03,4.8121E+02,6.1113E+02,8.8841E+02,4.0389E+02,4.7088E+02,4.3607E+01,5.0023E+01,1.3599E+02,1.6068E+02,2.2700E+02,8.8881E+01,1.0223E+02,5.0701E+00,5.5744E+00,2.7328E+01,2.7285E+01,3.2559E+01,2.2081E+00,
21.037,3.2716E+04,0.0000E+00,1.8576E+04,1.0452E+04,3.6879E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.8576E+04,1.5817E+03,2.2289E+03,3.3044E+03,1.5415E+03,1.7960E+03,4.7387E+02,6.0100E+02,8.7114E+02,3.9378E+02,4.5868E+02,4.2161E+01,4.8342E+01,1.3389E+02,1.5799E+02,2.2259E+02,8.6678E+01,9.9607E+01,4.9041E+00,5.3895E+00,2.6902E+01,2.6829E+01,3.1927E+01,2.1739E+00,
26.773,1.7098E+04,0.0000E+00,9.5188E+03,5.5947E+03,1.9843E+03,0.0000E+00,0.0000E+00,0.0000E+00,9.5188E+03,1.0076E+03,1.3393E+03,1.7991E+03,6.7901E+02,7.6969E+02,2.9557E+02,3.5787E+02,4.7557E+02,1.8047E+02,2.0451E+02,1.5042E+01,1.7016E+01,8.3016E+01,9.3816E+01,1.2158E+02,4.0037E+01,4.4761E+01,1.7709E+00,1.9196E+00,1.6625E+01,1.5926E+01,1.7440E+01,1.3462E+00,
26.987,2.4139E+04,0.0000E+00,1.6715E+04,5.4799E+03,1.9439E+03,0.0000E+00,0.0000E+00,7.4005E+03,9.3145E+03,9.9228E+02,1.3163E+03,1.7625E+03,6.6062E+02,7.4813E+02,2.9091E+02,3.5163E+02,4.6596E+02,1.7580E+02,1.9903E+02,1.4534E+01,1.6432E+01,8.1696E+01,9.2176E+01,1.1913E+02,3.9010E+01,4.3572E+01,1.7116E+00,1.8544E+00,1.6359E+01,1.5648E+01,1.7088E+01,1.3247E+00,
27.671,2.2637E+04,0.0000E+00,1.5680E+04,5.1345E+03,1.8223E+03,0.0000E+00,0.0000E+00,6.9821E+03,8.6978E+03,9.4556E+02,1.2465E+03,1.6521E+03,6.0599E+02,6.8431E+02,2.7675E+02,3.3272E+02,4.3700E+02,1.6189E+02,1.8274E+02,1.3045E+01,1.4727E+01,7.7680E+01,8.7203E+01,1.1173E+02,3.5952E+01,4.0037E+01,1.5380E+00,1.6638E+00,1.5551E+01,1.4804E+01,1.6027E+01,1.2594E+00,
27.893,2.5608E+04,0.0000E+00,1.8794E+04,5.0289E+03,1.7852E+03,0.0000E+00,3.3860E+03,6.8989E+03,8.5087E+03,9.3111E+02,1.2249E+03,1.6183E+03,5.8950E+02,6.6511E+02,2.7237E+02,3.2689E+02,4.2813E+02,1.5768E+02,1.7783E+02,1.2602E+01,1.4221E+01,7.6440E+01,8.5671E+01,1.0947E+02,3.5025E+01,3.8969E+01,1.4864E+00,1.6072E+00,1.5301E+01,1.4544E+01,1.5702E+01,1.2393E+00,
30,2.1281E+04,0.0000E+00,1.5643E+04,4.1587E+03,1.4787E+03,0.0000E+00,2.9952E+03,5.7093E+03,6.9385E+03,8.0864E+02,1.0420E+03,1.3378E+03,4.5795E+02,5.1241E+02,2.3531E+02,2.7784E+02,3.5454E+02,1.2382E+02,1.3843E+02,9.1878E+00,1.0322E+01,6.5941E+01,7.2778E+01,9.0683E+01,2.7564E+01,3.0402E+01,1.0872E+00,1.1703E+00,1.3189E+01,1.2355E+01,1.3008E+01,1.0688E+00,
40,1.0285E+04,0.0000E+00,7.6277E+03,1.9573E+03,7.0011E+02,0.0000E+00,1.7885E+03,2.8387E+03,3.0005E+03,4.5455E+02,5.3770E+02,6.1859E+02,1.6655E+02,1.7992E+02,1.3029E+02,1.4325E+02,1.6508E+02,4.6753E+01,5.0452E+01,2.6046E+00,2.8724E+00,3.6348E+01,3.7493E+01,4.2290E+01,1.0491E+01,1.1168E+01,3.1170E-01,3.2931E-01,7.3607E+00,6.3656E+00,6.0670E+00,5.8856E-01,
50,5.7751E+03,0.0000E+00,4.2979E+03,1.0869E+03,3.9038E+02,0.0000E+00,1.1566E+03,1.5956E+03,1.5456E+03,2.8568E+02,3.1443E+02,3.3304E+02,7.4988E+01,7.8711E+01,8.1190E+01,8.3966E+01,8.9407E+01,2.1568E+01,2.2613E+01,9.6888E-01,1.0520E+00,2.2596E+01,2.1980E+01,2.2939E+01,4.8659E+00,5.0324E+00,1.1679E-01,1.2147E-01,4.5738E+00,3.7326E+00,3.2913E+00,3.6569E-01,
60,3.5880E+03,0.0000E+00,2.6757E+03,6.7065E+02,2.4165E+02,0.0000E+00,7.9918E+02,9.8527E+02,8.9121E+02,1.9338E+02,2.0031E+02,1.9839E+02,3.8809E+01,3.9758E+01,5.4674E+01,5.3634E+01,5.3532E+01,1.1356E+01,1.1621E+01,4.3032E-01,4.6097E-01,1.5194E+01,1.4046E+01,1.3753E+01,2.5718E+00,2.5963E+00,5.2131E-02,5.3493E-02,3.0745E+00,2.3859E+00,1.9735E+00,2.4580E-01,
80,1.6820E+03,0.0000E+00,1.2570E+03,3.1208E+02,1.1298E+02,0.0000E+00,4.3364E+02,4.5416E+02,3.6918E+02,1.0260E+02,9.6444E+01,8.6009E+01,1.3614E+01,1.3411E+01,2.8846E+01,2.5961E+01,2.3387E+01,4.0764E+00,4.0118E+00,1.1940E-01,1.2511E-01,8.0036E+00,6.8066E+00,6.0210E+00,9.2733E-01,8.9614E-01,1.4558E-02,1.4609E-02,1.6189E+00,1.1565E+00,8.6408E-01,1.2942E-01,
100,9.3113E+02,0.0000E+00,6.9645E+02,1.7214E+02,6.2533E+01,0.0000E+00,2.6466E+02,2.4674E+02,1.8505E+02,6.1925E+01,5.4006E+01,4.4422E+01,6.0289E+00,5.7621E+00,1.7360E+01,1.4603E+01,1.2147E+01,1.8321E+00,1.7496E+00,4.4559E-02,4.5879E-02,4.8133E+00,3.8325E+00,3.1325E+00,4.1821E-01,3.9214E-01,5.4542E-03,5.3785E-03,9.7324E-01,6.5136E-01,4.4954E-01,7.7803E-02,
142.94,3.6069E+02,0.0000E+00,2.6998E+02,6.6451E+01,2.4256E+01,0.0000E+00,1.1684E+02,9.2226E+01,6.0916E+01,2.7072E+01,2.1026E+01,1.5214E+01,1.6418E+00,1.4978E+00,7.5696E+00,5.7247E+00,4.1934E+00,5.0851E-01,4.6383E-01,9.2967E-03,9.3189E-03,2.0977E+00,1.5051E+00,1.0816E+00,1.1662E-01,1.0443E-01,1.1441E-03,1.0981E-03,4.2391E-01,2.5587E-01,1.5557E-01,3.3888E-02,
144.09,1.3646E+03,1.0115E+03,2.6434E+02,6.5058E+01,2.3749E+01,1.0115E+03,1.1469E+02,9.0221E+01,5.9424E+01,2.6571E+01,2.0585E+01,1.4853E+01,1.5950E+00,1.4538E+00,7.4293E+00,5.6055E+00,4.0946E+00,4.9420E-01,4.5035E-01,8.9791E-03,8.9960E-03,2.0588E+00,1.4738E+00,1.0561E+00,1.1335E-01,1.0141E-01,1.1052E-03,1.0601E-03,4.1605E-01,2.5055E-01,1.5191E-01,3.3259E-02,
150,1.2395E+03,9.2208E+02,2.3764E+02,5.8471E+01,2.1355E+01,9.2208E+02,1.0444E+02,8.0761E+01,5.2445E+01,2.4183E+01,1.8499E+01,1.3159E+01,1.3790E+00,1.2507E+00,6.7600E+00,5.0412E+00,3.6306E+00,4.2803E-01,3.8818E-01,7.5387E-03,7.5326E-03,1.8734E+00,1.3257E+00,9.3661E-01,9.8217E-02,8.7447E-02,9.2837E-04,8.8813E-04,3.7854E-01,2.2538E-01,1.3473E-01,3.0261E-02,
200,6.0488E+02,4.5601E+02,1.1146E+02,2.7374E+01,1.0034E+01,4.5601E+02,5.3224E+01,3.6662E+01,2.1574E+01,1.2288E+01,8.6145E+00,5.5449E+00,4.9325E-01,4.3360E-01,3.4320E+00,2.3589E+00,1.5377E+00,1.5480E-01,1.3615E-01,2.2260E-03,2.1861E-03,9.5230E-01,6.2334E-01,3.9720E-01,3.5625E-02,3.0756E-02,2.7504E-04,2.5854E-04,1.9209E-01,1.0561E-01,5.7154E-02,1.5357E-02,
300,2.2158E+02,1.6917E+02,3.9257E+01,9.6179E+00,3.5380E+00,1.6917E+02,2.0605E+01,1.2299E+01,6.3535E+00,4.7500E+00,2.9697E+00,1.6741E+00,1.2087E-01,1.0315E-01,1.3260E+00,8.1761E-01,4.6687E-01,3.8365E-02,3.2792E-02,4.2353E-04,4.0576E-04,3.6783E-01,2.1638E-01,1.2076E-01,8.8581E-03,7.4261E-03,5.2526E-05,4.8959E-05,7.4190E-02,3.6667E-02,1.7382E-02,5.9326E-03,
400,1.1139E+02,8.5709E+01,1.9246E+01,4.7049E+00,1.7338E+00,8.5709E+01,1.0661E+01,5.8197E+00,2.7655E+00,2.4562E+00,1.4249E+00,7.3761E-01,4.6655E-02,3.9542E-02,6.8552E-01,3.9339E-01,2.0630E-01,1.4899E-02,1.2594E-02,1.3868E-04,1.3483E-04,1.9013E-01,1.0420E-01,5.3392E-02,3.4444E-03,2.8682E-03,1.7253E-05,1.6296E-05,3.8347E-02,1.7659E-02,7.6867E-03,3.0676E-03,
500,6.6684E+01,5.1602E+01,1.1306E+01,2.7582E+00,1.0173E+00,5.1602E+01,6.4863E+00,3.3284E+00,1.4915E+00,1.4935E+00,8.2150E-01,4.0048E-01,2.3075E-02,1.9629E-02,4.1678E-01,2.2719E-01,1.1202E-01,7.4019E-03,6.2714E-03,6.0812E-05,6.1242E-05,1.1557E-01,6.0207E-02,2.9046E-02,1.7115E-03,1.4309E-03,7.5982E-06,7.3485E-06,2.3309E-02,1.0204E-02,4.1822E-03,1.8658E-03,
600,4.4500E+01,3.4587E+01,7.4343E+00,1.8103E+00,6.6835E-01,3.4587E+01,4.3700E+00,2.1446E+00,9.1966E-01,1.0056E+00,5.3202E-01,2.4793E-01,1.3323E-02,1.1431E-02,2.8061E-01,1.4750E-01,6.9403E-02,4.2876E-03,3.6551E-03,3.2185E-05,3.3269E-05,7.7797E-02,3.9044E-02,1.8000E-02,9.9172E-04,8.3543E-04,4.0104E-06,3.9972E-06,1.5689E-02,6.6177E-03,2.5925E-03,1.2569E-03,
800,2.4155E+01,1.8885E+01,3.9552E+00,9.6035E-01,3.5475E-01,1.8885E+01,2.3948E+00,1.1124E+00,4.4808E-01,5.5045E-01,2.7743E-01,1.2127E-01,5.9825E-03,5.2169E-03,1.5356E-01,7.7003E-02,3.3964E-02,1.9277E-03,1.6734E-03,1.3319E-05,1.3700E-05,4.2564E-02,2.0394E-02,8.8137E-03,4.4661E-04,3.8229E-04,1.6235E-06,1.6868E-06,8.5837E-03,3.4562E-03,1.2698E-03,6.8940E-04,
1000,1.5371E+01,1.2059E+01,2.4864E+00,6.0245E-01,2.2261E-01,1.2059E+01,1.5298E+00,6.9043E-01,2.6611E-01,3.5132E-01,1.7266E-01,7.2149E-02,3.3458E-03,2.9768E-03,9.7980E-02,4.7956E-02,2.0220E-02,1.0809E-03,9.5823E-04,6.7702E-06,7.5827E-06,2.7156E-02,1.2701E-02,5.2450E-03,2.5062E-04,2.1833E-04,8.2867E-07,9.0961E-07,5.4765E-03,2.1529E-03,7.5605E-04,4.4143E-04,
1500,7.0851E+00,5.5780E+00,1.1324E+00,2.7362E-01,1.0109E-01,5.5780E+00,7.0579E-01,3.1392E-01,1.1265E-01,1.6186E-01,7.8752E-02,3.0494E-02,1.3157E-03,1.2025E-03,4.5111E-02,2.1869E-02,8.5569E-03,4.2515E-04,3.8728E-04,2.4284E-06,2.7326E-06,1.2501E-02,5.7921E-03,2.2220E-03,9.8671E-05,8.8553E-05,2.8785E-07,3.4570E-07,2.5216E-03,9.8205E-04,3.2086E-04,2.0636E-04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
