PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,5f5/2,5f7/2,6s1/2,6p1/2,6p3/2,6d3/2,6d5/2,7s1/2
5.2191,3.3100E+05,0.0000E+00,0.0000E+00,2.4859E+05,8.2409E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.9350E+04,5.2699E+04,7.5609E+04,1.0093E+05,4.8949E+03,6.4080E+03,1.4103E+04,1.3623E+04,1.8233E+04,5.0927E+03,6.2431E+03,1.3687E+03,1.6308E+03,3.3943E+03,2.5762E+03,3.4140E+03,1.0093E+02,1.1986E+02,2.8918E+02,2.9044E+02,5.5255E+02,1.9563E+01,2.3669E+01,3.1270E+01
5.5236,2.8759E+05,0.0000E+00,0.0000E+00,2.1565E+05,7.1933E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8222E+04,4.7449E+04,6.4097E+04,8.5885E+04,4.4667E+03,5.8626E+03,1.2635E+04,1.1816E+04,1.5746E+04,4.1343E+03,5.0594E+03,1.2414E+03,1.4833E+03,3.0336E+03,2.2376E+03,2.9523E+03,8.2441E+01,9.7714E+01,2.6177E+02,2.6361E+02,4.9352E+02,1.6995E+01,2.0472E+01,2.8323E+01
5.5679,2.9421E+05,0.0000E+00,0.0000E+00,2.2364E+05,7.0568E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2175E+04,1.8065E+04,4.6729E+04,6.2722E+04,8.3952E+04,4.4089E+03,5.7891E+03,1.2440E+04,1.1580E+04,1.5421E+04,4.0142E+03,4.9112E+03,1.2244E+03,1.4635E+03,2.9857E+03,2.1933E+03,2.8921E+03,8.0114E+01,9.4930E+01,2.5811E+02,2.6001E+02,4.8569E+02,1.6659E+01,2.0055E+01,2.7930E+01
6,2.4523E+05,0.0000E+00,0.0000E+00,1.8631E+05,5.8923E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0873E+04,1.6812E+04,4.0400E+04,5.0950E+04,6.7276E+04,3.8971E+03,5.1340E+03,1.0735E+04,9.5643E+03,1.2656E+04,3.0398E+03,3.7099E+03,1.0753E+03,1.2883E+03,2.5690E+03,1.8146E+03,2.3790E+03,6.1131E+01,7.2249E+01,2.2613E+02,2.2830E+02,4.1759E+02,1.3788E+01,1.6502E+01,2.4489E+01
8,1.2023E+05,0.0000E+00,0.0000E+00,9.1072E+04,2.9157E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.2674E+03,1.1085E+04,2.3018E+04,2.1693E+04,2.8009E+04,2.3894E+03,3.1316E+03,5.9398E+03,4.4200E+03,5.7134E+03,1.0118E+03,1.2227E+03,6.4500E+02,7.7028E+02,1.4103E+03,8.4589E+02,1.0839E+03,2.0880E+01,2.4424E+01,1.3453E+02,1.3536E+02,2.2878E+02,6.4364E+00,7.5289E+00,1.4617E+01
10,6.8598E+04,0.0000E+00,0.0000E+00,5.1858E+04,1.6740E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.1706E+03,7.6440E+03,1.4375E+04,1.0873E+04,1.3796E+04,1.6075E+03,2.0702E+03,3.6574E+03,2.3426E+03,2.9721E+03,4.1781E+02,5.0077E+02,4.2862E+02,5.0399E+02,8.6538E+02,4.5172E+02,5.6829E+02,8.7701E+00,1.0172E+01,8.8938E+01,8.8118E+01,1.4027E+02,3.4411E+00,3.9516E+00,9.6875E+00
15,2.4305E+04,0.0000E+00,0.0000E+00,1.8302E+04,6.0025E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.5835E+03,3.5267E+03,5.6812E+03,2.9245E+03,3.5861E+03,7.5586E+02,9.1588E+02,1.4327E+03,6.8666E+02,8.4053E+02,7.8725E+01,9.2802E+01,1.9854E+02,2.2075E+02,3.3819E+02,1.3426E+02,1.6299E+02,1.6930E+00,1.9305E+00,4.0896E+01,3.8332E+01,5.5052E+01,1.0248E+00,1.1356E+00,4.4729E+00
17.163,1.7143E+04,0.0000E+00,0.0000E+00,1.2892E+04,4.2514E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.0187E+03,2.6616E+03,4.0939E+03,1.8615E+03,2.2560E+03,5.8282E+02,6.8684E+02,1.0331E+03,4.4804E+02,5.4157E+02,4.4501E+01,5.2144E+01,1.5254E+02,1.6525E+02,2.4384E+02,8.7978E+01,1.0547E+02,9.6311E-01,1.0915E+00,3.1361E+01,2.9312E+01,3.9691E+01,6.7190E-01,7.3527E-01,3.4341E+00
17.301,4.0104E+04,0.0000E+00,2.3311E+04,1.2627E+04,4.1652E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.3311E+04,1.9891E+03,2.6170E+03,4.0145E+03,1.8121E+03,2.1943E+03,5.7384E+02,6.7507E+02,1.0131E+03,4.3674E+02,5.2751E+02,4.3014E+01,5.0383E+01,1.5016E+02,1.6240E+02,2.3911E+02,8.5779E+01,1.0276E+02,9.3125E-01,1.0550E+00,3.0868E+01,2.8807E+01,3.8921E+01,6.5513E-01,7.1638E-01,3.3804E+00
20,2.6999E+04,0.0000E+00,1.5490E+04,8.6433E+03,2.8665E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.5490E+04,1.5153E+03,1.9090E+03,2.7932E+03,1.1054E+03,1.3204E+03,4.3151E+02,4.9064E+02,7.0610E+02,2.7300E+02,3.2514E+02,2.3082E+01,2.6852E+01,1.1255E+02,1.1787E+02,1.6669E+02,5.3850E+01,6.3613E+01,5.0282E-01,5.6568E-01,2.3095E+01,2.0907E+01,2.7133E+01,4.1152E-01,4.4375E-01,2.5321E+00
21.026,2.3635E+04,0.0000E+00,1.3534E+04,7.5819E+03,2.5187E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.3534E+04,1.3763E+03,1.7087E+03,2.4602E+03,9.3067E+02,1.1060E+03,3.9063E+02,4.3861E+02,6.2221E+02,2.3162E+02,2.7452E+02,1.8588E+01,2.1571E+01,1.0178E+02,1.0533E+02,1.4690E+02,4.5757E+01,5.3785E+01,4.0573E-01,4.5532E-01,2.0875E+01,1.8683E+01,2.3911E+01,3.4973E-01,3.7526E-01,2.2895E+00
21.194,3.2860E+04,0.0000E+00,2.2967E+04,7.4250E+03,2.4672E+03,0.0000E+00,0.0000E+00,9.7202E+03,1.3247E+04,1.3553E+03,1.6786E+03,2.4106E+03,9.0540E+02,1.0751E+03,3.8447E+02,4.3080E+02,6.0972E+02,2.2561E+02,2.6717E+02,1.7956E+01,2.0829E+01,1.0016E+02,1.0345E+02,1.4396E+02,4.4579E+01,5.2358E+01,3.9204E-01,4.3979E-01,2.0541E+01,1.8349E+01,2.3432E+01,3.4074E-01,3.6532E-01,2.2529E+00
21.777,3.0659E+04,0.0000E+00,2.1445E+04,6.9142E+03,2.2996E+03,0.0000E+00,0.0000E+00,9.1337E+03,1.2311E+04,1.2860E+03,1.5794E+03,2.2486E+03,8.2420E+02,9.7603E+02,3.6415E+02,4.0514E+02,5.6894E+02,2.0624E+02,2.4357E+02,1.5957E+01,1.8485E+01,9.4814E+01,9.7273E+01,1.3434E+02,4.0785E+01,4.7770E+01,3.4878E-01,3.9071E-01,1.9439E+01,1.7254E+01,2.1867E+01,3.1175E-01,3.3335E-01,2.1324E+00
21.951,3.4734E+04,0.0000E+00,2.5710E+04,6.7708E+03,2.2525E+03,0.0000E+00,4.6686E+03,8.9940E+03,1.2048E+04,1.2663E+03,1.5513E+03,2.2029E+03,8.0170E+02,9.4867E+02,3.5837E+02,3.9787E+02,5.5746E+02,2.0086E+02,2.3703E+02,1.5412E+01,1.7847E+01,9.3296E+01,9.5524E+01,1.3163E+02,3.9729E+01,4.6497E+01,3.3698E-01,3.7734E-01,1.9126E+01,1.6944E+01,2.1426E+01,3.0369E-01,3.2447E-01,2.0982E+00
30,1.5659E+04,0.0000E+00,1.1695E+04,2.9669E+03,9.9711E+02,0.0000E+00,2.6946E+03,4.0903E+03,4.9101E+03,6.8039E+02,7.4855E+02,9.6482E+02,2.6709E+02,3.0608E+02,1.8920E+02,1.9193E+02,2.4586E+02,6.9846E+01,7.9780E+01,3.8913E+00,4.4310E+00,4.9017E+01,4.6039E+01,5.8134E+01,1.3929E+01,1.5778E+01,8.6024E-02,9.4706E-02,1.0149E+01,8.1681E+00,9.4636E+00,1.0658E-01,1.1023E-01,1.1014E+00
40,7.3834E+03,0.0000E+00,5.5379E+03,1.3785E+03,4.6700E+02,0.0000E+00,1.5379E+03,1.9042E+03,2.0958E+03,3.7384E+02,3.6896E+02,4.3584E+02,9.4727E+01,1.0515E+02,1.0283E+02,9.4928E+01,1.1190E+02,2.5576E+01,2.8288E+01,1.0729E+00,1.2009E+00,2.6563E+01,2.2779E+01,2.6508E+01,5.1339E+00,5.6308E+00,2.3909E-02,2.5871E-02,5.4975E+00,4.0428E+00,4.3157E+00,3.9311E-02,3.9376E-02,5.9652E-01
50,4.0916E+03,0.0000E+00,3.0759E+03,7.5763E+02,2.5807E+02,0.0000E+00,9.7385E+02,1.0369E+03,1.0652E+03,2.3107E+02,2.0884E+02,2.3062E+02,4.1854E+01,4.5256E+01,6.3198E+01,5.3942E+01,5.9572E+01,1.1536E+01,1.2428E+01,3.9155E-01,4.3201E-01,1.6298E+01,1.2954E+01,1.4133E+01,2.3260E+00,2.4702E+00,8.7683E-03,9.3523E-03,3.3721E+00,2.2996E+00,2.3012E+00,1.7817E-02,1.7385E-02,3.6588E-01
60,2.5154E+03,0.0000E+00,1.8933E+03,4.6355E+02,1.5855E+02,0.0000E+00,6.6030E+02,6.2533E+02,6.0771E+02,1.5442E+02,1.2969E+02,1.3553E+02,2.1340E+01,2.2566E+01,4.2082E+01,3.3623E+01,3.5183E+01,5.9692E+00,6.2889E+00,1.7138E-01,1.8677E-01,1.0842E+01,8.0801E+00,8.3574E+00,1.2062E+00,1.2539E+00,3.8506E-03,4.0563E-03,2.2428E+00,1.4348E+00,1.3608E+00,9.2513E-03,8.8290E-03,2.4334E-01
80,1.1609E+03,0.0000E+00,8.7489E+02,2.1280E+02,7.3222E+01,0.0000E+00,3.4885E+02,2.7826E+02,2.4778E+02,8.0338E+01,6.0117E+01,5.7562E+01,7.3189E+00,7.4651E+00,2.1812E+01,1.5682E+01,1.5052E+01,2.0881E+00,2.1223E+00,4.6489E-02,4.9645E-02,5.6149E+00,3.7740E+00,3.5828E+00,4.2368E-01,4.2496E-01,1.0492E-03,1.0829E-03,1.1610E+00,6.7029E-01,5.8337E-01,3.2513E-03,2.9941E-03,1.2596E-01
100,6.3537E+02,0.0000E+00,4.7909E+02,1.1615E+02,4.0127E+01,0.0000E+00,2.0884E+02,1.4750E+02,1.2275E+02,4.7765E+01,3.2751E+01,2.9287E+01,3.1888E+00,3.1626E+00,1.2945E+01,8.5831E+00,7.6983E+00,9.2125E-01,9.1070E-01,1.7050E-02,1.7915E-02,3.3314E+00,2.0680E+00,1.8311E+00,1.8744E-01,1.8283E-01,3.8592E-04,3.9187E-04,6.8860E-01,3.6734E-01,2.9880E-01,1.4390E-03,1.2889E-03,7.4707E-02
116.17,4.2361E+02,0.0000E+00,3.1949E+02,7.7337E+01,2.6785E+01,0.0000E+00,1.4689E+02,9.6145E+01,7.6450E+01,3.3500E+01,2.1700E+01,1.8532E+01,1.8265E+00,1.7784E+00,9.0725E+00,5.7039E+00,4.8868E+00,5.3154E-01,5.1595E-01,8.7115E-03,9.0560E-03,2.3347E+00,1.3754E+00,1.1632E+00,1.0833E-01,1.0375E-01,1.9754E-04,1.9843E-04,4.8245E-01,2.4432E-01,1.8985E-01,8.3167E-04,7.3165E-04,5.2342E-02
117.1,1.7607E+03,1.3461E+03,3.1268E+02,7.5682E+01,2.6220E+01,1.3461E+03,1.4415E+02,9.3980E+01,7.4547E+01,3.2870E+01,2.1229E+01,1.8085E+01,1.7733E+00,1.7248E+00,8.9016E+00,5.5808E+00,4.7697E+00,5.1621E-01,5.0061E-01,8.4062E-03,8.7343E-03,2.2908E+00,1.3507E+00,1.1354E+00,1.0522E-01,1.0067E-01,1.9065E-04,1.9140E-04,4.7335E-01,2.3905E-01,1.8531E-01,8.0777E-04,7.0996E-04,5.1355E-02
150,9.3813E+02,7.2575E+02,1.6021E+02,3.8706E+01,1.3461E+01,7.2575E+02,7.9777E+01,4.6335E+01,3.4103E+01,1.8148E+01,1.0716E+01,8.4617E+00,7.0993E-01,6.7104E-01,4.9113E+00,2.8297E+00,2.2422E+00,2.0876E-01,1.9682E-01,2.8000E-03,2.8635E-03,1.2655E+00,6.8559E-01,5.3433E-01,4.2659E-02,3.9673E-02,6.3675E-05,6.2874E-05,2.6107E-01,1.2136E-01,8.7231E-02,3.2754E-04,2.7991E-04,2.8324E-02
200,4.4889E+02,3.5065E+02,7.4119E+01,1.7878E+01,6.2402E+00,3.5065E+02,3.9766E+01,2.0496E+01,1.3856E+01,9.0404E+00,4.8474E+00,3.5114E+00,2.4976E-01,2.2956E-01,2.4460E+00,1.2858E+00,9.3472E-01,7.4118E-02,6.7993E-02,8.1202E-04,8.0607E-04,6.3016E-01,3.1187E-01,2.2298E-01,1.5182E-02,1.3734E-02,1.8522E-05,1.8016E-05,1.2999E-01,5.5217E-02,3.6412E-02,1.1659E-04,9.6960E-05,1.4104E-02
300,1.6006E+02,1.2612E+02,2.5613E+01,6.1658E+00,2.1606E+00,1.2612E+02,1.4930E+01,6.6590E+00,4.0245E+00,3.3970E+00,1.6128E+00,1.0422E+00,5.9972E-02,5.3838E-02,9.1927E-01,4.2987E-01,2.7883E-01,1.7977E-02,1.6030E-02,1.5154E-04,1.4945E-04,2.3679E-01,1.0441E-01,6.6585E-02,3.6896E-03,3.2604E-03,3.4612E-06,3.3559E-06,4.8846E-02,1.8488E-02,1.0876E-02,2.8338E-05,2.3057E-05,5.3014E-03
400,7.8986E+01,6.2563E+01,1.2398E+01,2.9792E+00,1.0459E+00,6.2563E+01,7.5664E+00,3.0908E+00,1.7406E+00,1.7227E+00,7.5763E-01,4.5554E-01,2.2865E-02,2.0510E-02,4.6627E-01,2.0244E-01,1.2196E-01,6.8923E-03,6.1326E-03,4.8880E-05,4.9399E-05,1.2009E-01,4.9209E-02,2.9190E-02,1.4151E-03,1.2496E-03,1.1214E-06,1.1083E-06,2.4772E-02,8.7140E-03,4.7687E-03,1.0874E-05,8.8532E-06,2.6898E-03
500,4.6670E+01,3.7111E+01,7.2184E+00,1.7317E+00,6.0881E-01,3.7111E+01,4.5370E+00,1.7451E+00,9.3635E-01,1.0331E+00,4.3076E-01,2.4647E-01,1.1211E-02,1.0156E-02,2.7963E-01,1.1543E-01,6.6064E-02,3.3892E-03,3.0444E-03,2.1297E-05,2.2332E-05,7.2018E-02,2.8032E-02,1.5818E-02,6.9661E-04,6.2135E-04,4.8940E-07,4.9771E-07,1.4855E-02,4.9644E-03,2.5848E-03,5.3550E-06,4.4085E-06,1.6141E-03
600,3.0861E+01,2.4614E+01,4.7188E+00,1.1304E+00,3.9770E-01,2.4614E+01,3.0254E+00,1.1155E+00,5.7790E-01,6.8885E-01,2.7652E-01,1.5262E-01,6.5009E-03,5.9513E-03,1.8643E-01,7.4166E-02,4.0942E-02,1.9670E-03,1.7898E-03,1.1664E-05,1.2293E-05,4.8014E-02,1.8017E-02,9.8030E-03,4.0502E-04,3.6472E-04,2.6565E-07,2.7542E-07,9.9040E-03,3.1908E-03,1.6023E-03,3.1131E-06,2.5951E-06,1.0770E-03
800,1.6569E+01,1.3274E+01,2.4904E+00,5.9514E-01,2.0956E-01,1.3274E+01,1.6375E+00,5.7116E-01,2.8172E-01,3.7265E-01,1.4227E-01,7.4666E-02,2.8621E-03,2.7012E-03,1.0084E-01,3.8214E-02,2.0047E-02,8.6980E-04,8.1372E-04,4.4973E-06,4.9988E-06,2.5967E-02,9.2841E-03,4.8005E-03,1.7881E-04,1.6594E-04,1.0297E-07,1.1405E-07,5.3565E-03,1.6441E-03,7.8484E-04,1.3781E-06,1.1880E-06,5.8395E-04
1000,1.0493E+01,8.4299E+00,1.5597E+00,3.7208E-01,1.3105E-01,8.4299E+00,1.0400E+00,3.5188E-01,1.6783E-01,2.3654E-01,8.7858E-02,4.4558E-02,1.5966E-03,1.5294E-03,6.3990E-02,2.3616E-02,1.1956E-02,4.8467E-04,4.6375E-04,2.3033E-06,2.7999E-06,1.6478E-02,5.7378E-03,2.8645E-03,9.9591E-05,9.4880E-05,5.2291E-08,6.1711E-08,3.3992E-03,1.0162E-03,4.6862E-04,7.6982E-07,6.8623E-07,3.7195E-04
