PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
30,8.5410E+03,0.0000E+00,6.5384E+03,1.5578E+03,4.4483E+02,0.0000E+00,1.9930E+03,1.9923E+03,2.5531E+03,4.6210E+02,3.7859E+02,5.0796E+02,9.5366E+01,1.1379E+02,1.1839E+02,9.0061E+01,1.1956E+02,2.2698E+01,2.6882E+01,6.7459E-01,7.8380E-01,2.4009E+01,1.5856E+01,2.0222E+01,2.1964E+00,2.4660E+00,1.0303E+00,,,,,,
40,3.9285E+03,0.0000E+00,3.0131E+03,7.1040E+02,2.0504E+02,0.0000E+00,1.0843E+03,8.7628E+02,1.0525E+03,2.4552E+02,1.7472E+02,2.2025E+02,3.2347E+01,3.7565E+01,6.2539E+01,4.1822E+01,5.2233E+01,7.8848E+00,9.0876E+00,1.7781E-01,2.0369E-01,1.2665E+01,7.4359E+00,8.8470E+00,7.6592E-01,8.3686E-01,5.4336E-01,,,,,,
50,2.1376E+03,0.0000E+00,1.6410E+03,3.8474E+02,1.1185E+02,0.0000E+00,6.6178E+02,4.5692E+02,5.2235E+02,1.4799E+02,9.4210E+01,1.1303E+02,1.3821E+01,1.5693E+01,3.7584E+01,2.2666E+01,2.6959E+01,3.4217E+00,3.8560E+00,6.2479E-02,6.9991E-02,7.6082E+00,4.0341E+00,4.5712E+00,3.3325E-01,3.5601E-01,3.2628E-01,,,,,,
60,1.2959E+03,0.0000E+00,9.9531E+02,2.3256E+02,6.7986E+01,0.0000E+00,4.3631E+02,2.6652E+02,2.9248E+02,9.6888E+01,5.6324E+01,6.4841E+01,6.8631E+00,7.6439E+00,2.4566E+01,1.3606E+01,1.5534E+01,1.7178E+00,1.8991E+00,2.6578E-02,2.9450E-02,4.9915E+00,2.4236E+00,2.6361E+00,1.6761E-01,1.7565E-01,2.1316E-01,,,,,,
80,5.8556E+02,0.0000E+00,4.4998E+02,1.0474E+02,3.0846E+01,0.0000E+00,2.2126E+02,1.1282E+02,1.1590E+02,4.8814E+01,2.4662E+01,2.6554E+01,2.2646E+00,2.4442E+00,1.2359E+01,5.9936E+00,6.4016E+00,5.7485E-01,6.1609E-01,6.9241E-03,7.5355E-03,2.5099E+00,1.0689E+00,1.0877E+00,5.6237E-02,5.7123E-02,1.0718E-01,,,,,,
80.923,5.6725E+02,0.0000E+00,4.3591E+02,1.0145E+02,2.9887E+01,0.0000E+00,2.1523E+02,1.0900E+02,1.1168E+02,4.7478E+01,2.3856E+01,2.5616E+01,2.1666E+00,2.3355E+00,1.2020E+01,5.7992E+00,6.1771E+00,5.5023E-01,5.8898E-01,6.5635E-03,7.1376E-03,2.4411E+00,1.0343E+00,1.0496E+00,5.3834E-02,5.4614E-02,1.0424E-01,,,,,,
81.571,2.7095E+03,2.1547E+03,4.2639E+02,9.9229E+01,2.9237E+01,2.1547E+03,2.1113E+02,1.0642E+02,1.0883E+02,4.6570E+01,2.3312E+01,2.4984E+01,2.1009E+00,2.2627E+00,1.1790E+01,5.6676E+00,6.0256E+00,5.3375E-01,5.7083E-01,6.3241E-03,6.8735E-03,2.3944E+00,1.0108E+00,1.0239E+00,5.2224E-02,5.2935E-02,1.0224E-01,,,,,,
100,1.5880E+03,1.2725E+03,2.4243E+02,5.6320E+01,1.6669E+01,1.2725E+03,1.2856E+02,5.7665E+01,5.6209E+01,2.8309E+01,1.2888E+01,1.3156E+01,9.5854E-01,1.0095E+00,7.1637E+00,3.1453E+00,3.1852E+00,2.4546E-01,2.5681E-01,2.4578E-03,2.6338E-03,1.4545E+00,5.6138E-01,5.4168E-01,2.4056E-02,2.3847E-02,6.2110E-02,,,,,,
150,5.4412E+02,4.4160E+02,7.8811E+01,1.8266E+01,5.4464E+00,4.4160E+02,4.6688E+01,1.7045E+01,1.5078E+01,1.0282E+01,3.9343E+00,3.6394E+00,2.0418E-01,2.0631E-01,2.6021E+00,9.6632E-01,8.8685E-01,5.2926E-02,5.2891E-02,3.8901E-04,4.0669E-04,5.2820E-01,1.7271E-01,1.5100E-01,5.2009E-03,4.9491E-03,2.2555E-02,,,,,,
200,2.5217E+02,2.0569E+02,3.5734E+01,8.2736E+00,2.4775E+00,2.0569E+02,2.2493E+01,7.2501E+00,5.9915E+00,4.9621E+00,1.7029E+00,1.4701E+00,6.9682E-02,6.8815E-02,1.2564E+00,4.1973E-01,3.5956E-01,1.8199E-02,1.7765E-02,1.0865E-04,1.1240E-04,2.5499E-01,7.5083E-02,6.1260E-02,1.7890E-03,1.6645E-03,1.0889E-02,,,,,,
300,8.6552E+01,7.0925E+01,1.2013E+01,2.7781E+00,8.3558E-01,7.0925E+01,8.0686E+00,2.2455E+00,1.6987E+00,1.7851E+00,5.3709E-01,4.2381E-01,1.6255E-02,1.5818E-02,4.5221E-01,1.3303E-01,1.0385E-01,4.2760E-03,4.1101E-03,1.9923E-05,2.0544E-05,9.1797E-02,2.3794E-02,1.7739E-02,4.2058E-04,3.8589E-04,3.9206E-03,,,,,,
400,4.1641E+01,3.4215E+01,5.7090E+00,1.3189E+00,3.9763E-01,3.4215E+01,3.9699E+00,1.0127E+00,7.2639E-01,8.7972E-01,2.4442E-01,1.8269E-01,6.0904E-03,5.9723E-03,2.2292E-01,6.0675E-02,4.4847E-02,1.6072E-03,1.5576E-03,6.3613E-06,6.6861E-06,4.5256E-02,1.0855E-02,7.6632E-03,1.5821E-04,1.4632E-04,1.9334E-03,,,,,,
500,2.4173E+01,1.9905E+01,3.2825E+00,7.5756E-01,2.2871E-01,1.9905E+01,2.3328E+00,5.6088E-01,3.8888E-01,5.1733E-01,1.3609E-01,9.8238E-02,2.9518E-03,2.9476E-03,1.3111E-01,3.3828E-02,2.4135E-02,7.8054E-04,7.7124E-04,2.7432E-06,3.0144E-06,2.6618E-02,6.0528E-03,4.1254E-03,7.6866E-05,7.2419E-05,1.1376E-03,,,,,,
600,1.5787E+01,1.3022E+01,2.1265E+00,4.9029E-01,1.4815E-01,1.3022E+01,1.5339E+00,3.5324E-01,2.3939E-01,3.4027E-01,8.5988E-02,6.0636E-02,1.6788E-03,1.7148E-03,8.6241E-02,2.1392E-02,1.4901E-02,4.4521E-04,4.4885E-04,1.4418E-06,1.6302E-06,1.7509E-02,3.8285E-03,2.5479E-03,4.3800E-05,4.2200E-05,7.4860E-04,,,,,,
800,8.3569E+00,6.9120E+00,1.1117E+00,2.5586E-01,7.7404E-02,6.9120E+00,8.1686E-01,1.7776E-01,1.1710E-01,1.8122E-01,4.3425E-02,2.9696E-02,7.3725E-04,7.7513E-04,4.5926E-02,1.0815E-02,7.3143E-03,1.9519E-04,2.0461E-04,5.6325E-07,6.8360E-07,9.3237E-03,1.9356E-03,1.2505E-03,1.9208E-05,1.9328E-05,3.9918E-04,,,,,,
1000,5.2607E+00,4.3595E+00,6.9353E-01,1.5941E-01,4.8249E-02,4.3595E+00,5.1512E-01,1.0828E-01,7.0131E-02,1.1423E-01,2.6544E-02,1.7790E-02,4.0493E-04,4.4784E-04,2.8949E-02,6.6059E-03,4.3846E-03,1.0762E-04,1.1800E-04,2.9121E-07,3.6230E-07,5.8771E-03,1.1821E-03,7.5005E-04,1.0598E-05,1.1124E-05,2.5213E-04,,,,,,
1500,2.4198E+00,2.0106E+00,3.1501E-01,7.2263E-02,2.1883E-02,2.0106E+00,2.3674E-01,4.7988E-02,3.0282E-02,5.2447E-02,1.1783E-02,7.6946E-03,1.5798E-04,1.8121E-04,1.3290E-02,2.9353E-03,1.8949E-03,4.1192E-05,4.8477E-05,9.6746E-08,1.3664E-07,2.6981E-03,5.2523E-04,3.2418E-04,4.0672E-06,4.6071E-06,1.1672E-04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,4,6,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
