PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,6p1/2,6p3/2,,,,
3.3949,5.7258E+05,0.0000E+00,0.0000E+00,4.1471E+05,1.5788E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7394E+05,2.4076E+05,8.7223E+03,1.1047E+04,2.5207E+04,2.7219E+04,3.7602E+04,1.2310E+04,1.5339E+04,2.2194E+03,2.4923E+03,5.2992E+03,3.9751E+03,5.3958E+03,3.5991E+02,2.4406E+02,4.4515E+02,,,,
3.4221,6.4883E+05,0.0000E+00,0.0000E+00,4.9384E+05,1.5499E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.8020E+04,1.7032E+05,2.3550E+05,8.6142E+03,1.0919E+04,2.4850E+04,2.6724E+04,3.6896E+04,1.1969E+04,1.4911E+04,2.1899E+03,2.4608E+03,5.2212E+03,3.9029E+03,5.2951E+03,3.5499E+02,2.4085E+02,4.3854E+02,,,,
3.9886,4.4459E+05,0.0000E+00,0.0000E+00,3.3623E+05,1.0836E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.1938E+04,1.1174E+05,1.5255E+05,6.7605E+03,8.6584E+03,1.8757E+04,1.8594E+04,2.5398E+04,6.9225E+03,8.5889E+03,1.6888E+03,1.9168E+03,3.9087E+03,2.7199E+03,3.6538E+03,2.7189E+02,1.8591E+02,3.3203E+02,,,,
4,4.6818E+05,0.0000E+00,0.0000E+00,3.6055E+05,1.0763E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.6793E+04,7.1596E+04,1.1085E+05,1.5131E+05,6.7296E+03,8.6201E+03,1.8658E+04,1.8466E+04,2.5218E+04,6.8514E+03,8.5001E+03,1.6806E+03,1.9077E+03,3.8874E+03,2.7013E+03,3.6281E+03,2.7054E+02,1.8500E+02,3.3021E+02,,,,
4.0206,4.6219E+05,0.0000E+00,0.0000E+00,3.5585E+05,1.0634E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.6504E+04,7.0980E+04,1.0926E+05,1.4910E+05,6.6743E+03,8.5515E+03,1.8480E+04,1.8237E+04,2.4896E+04,6.7252E+03,8.3424E+03,1.6659E+03,1.8914E+03,3.8493E+03,2.6680E+03,3.5822E+03,2.6811E+02,1.8337E+02,3.2696E+02,,,,
4.2849,3.9631E+05,0.0000E+00,0.0000E+00,3.0483E+05,9.1477E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.5297E+04,6.3327E+04,9.1271E+04,1.2494E+05,6.0169E+03,7.7315E+03,1.6385E+04,1.5594E+04,2.1193E+04,5.3312E+03,6.6019E+03,1.4929E+03,1.6990E+03,3.4024E+03,2.2837E+03,3.0536E+03,2.3964E+02,1.6414E+02,2.8887E+02,,,,
4.3193,4.0590E+05,0.0000E+00,0.0000E+00,3.1614E+05,8.9762E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7047E+04,2.5116E+04,6.2395E+04,8.9362E+04,1.2222E+05,5.9386E+03,7.6328E+03,1.6137E+04,1.5287E+04,2.0766E+04,5.1775E+03,6.4101E+03,1.4725E+03,1.6761E+03,3.3498E+03,2.2392E+03,2.9925E+03,2.3628E+02,1.6186E+02,2.8439E+02,,,,
5,2.8470E+05,0.0000E+00,0.0000E+00,2.2143E+05,6.3270E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3984E+04,2.0971E+04,4.7383E+04,5.9310E+04,7.9780E+04,4.6581E+03,5.9915E+03,1.2137E+04,1.0538E+04,1.4171E+04,3.0054E+03,3.7060E+03,1.1404E+03,1.3000E+03,2.5056E+03,1.5484E+03,2.0495E+03,1.8198E+02,1.2461E+02,2.1254E+02,,,,
6,1.8205E+05,0.0000E+00,0.0000E+00,1.4138E+05,4.0669E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0623E+04,1.5949E+04,3.3776E+04,3.4764E+04,4.6264E+04,3.4092E+03,4.3568E+03,8.3922E+03,6.4910E+03,8.6192E+03,1.4995E+03,1.8393E+03,8.2406E+02,9.3443E+02,1.7234E+03,9.5835E+02,1.2531E+03,1.3069E+02,9.2248E+01,1.4608E+02,,,,
8,8.8459E+04,0.0000E+00,0.0000E+00,6.8466E+04,1.9993E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.8288E+03,9.8475E+03,1.8642E+04,1.4385E+04,1.8763E+04,2.0433E+03,2.5418E+03,4.5438E+03,2.8907E+03,3.7607E+03,4.8199E+02,5.8599E+02,4.8658E+02,5.3864E+02,9.2846E+02,4.3052E+02,5.5180E+02,7.6514E+01,5.3119E+01,7.8644E+01,,,,
10,5.0076E+04,0.0000E+00,0.0000E+00,3.8658E+04,1.1418E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.6917E+03,6.4598E+03,1.1380E+04,7.0598E+03,9.0661E+03,1.3533E+03,1.6265E+03,2.7512E+03,1.4907E+03,1.9078E+03,1.9410E+02,2.3423E+02,3.1957E+02,3.4274E+02,5.6114E+02,2.2356E+02,2.8192E+02,4.9976E+01,3.3788E+01,4.7517E+01,,,,
14.2,2.0205E+04,0.0000E+00,0.0000E+00,1.5536E+04,4.6694E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.4887E+03,3.1187E+03,4.9628E+03,2.2063E+03,2.7595E+03,6.9104E+02,7.6967E+02,1.1966E+03,4.9788E+02,6.1997E+02,4.4361E+01,5.2849E+01,1.6164E+02,1.6135E+02,2.4384E+02,7.5432E+01,9.2561E+01,2.5631E+01,1.5906E+01,2.0644E+01,,,,
14.314,4.8753E+04,0.0000E+00,2.8964E+04,1.5215E+04,4.5745E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.8964E+04,2.4520E+03,3.0646E+03,4.8667E+03,2.1474E+03,2.6840E+03,6.8033E+02,7.5620E+02,1.1734E+03,4.8525E+02,6.0386E+02,4.2869E+01,5.1056E+01,1.5910E+02,1.5851E+02,2.3912E+02,7.3534E+01,9.0175E+01,2.5229E+01,1.5627E+01,2.0244E+01,,,,
15,4.3326E+04,0.0000E+00,2.5816E+04,1.3455E+04,4.0546E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.5816E+04,2.2462E+03,2.7633E+03,4.3348E+03,1.8305E+03,2.2797E+03,6.2048E+02,6.8136E+02,1.0455E+03,4.1703E+02,5.1697E+02,3.5048E+01,4.1664E+01,1.4496E+02,1.4276E+02,2.1307E+02,6.3282E+01,7.7301E+01,2.2985E+01,1.4074E+01,1.8039E+01,,,,
16.824,3.1528E+04,0.0000E+00,1.8568E+04,9.9466E+03,3.0134E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.8568E+04,1.8035E+03,2.1369E+03,3.2495E+03,1.2342E+03,1.5226E+03,4.9413E+02,5.2563E+02,7.8495E+02,2.8637E+02,3.5162E+02,2.1309E+01,2.5213E+01,1.1518E+02,1.1004E+02,1.5999E+02,4.3591E+01,5.2737E+01,1.8259E+01,1.0850E+01,1.3544E+01,,,,
16.959,4.3285E+04,0.0000E+00,3.0594E+04,9.7396E+03,2.9517E+03,0.0000E+00,0.0000E+00,1.2415E+04,1.8179E+04,1.7759E+03,2.0986E+03,3.1845E+03,1.2006E+03,1.4801E+03,4.8632E+02,5.1613E+02,7.6931E+02,2.7892E+02,3.4224E+02,2.0581E+01,2.4343E+01,1.1334E+02,1.0805E+02,1.5680E+02,4.2466E+01,5.1341E+01,1.7967E+01,1.0653E+01,1.3275E+01,,,,
17.469,4.0255E+04,0.0000E+00,2.8516E+04,9.0061E+03,2.7330E+03,0.0000E+00,0.0000E+00,1.1718E+04,1.6799E+04,1.6768E+03,1.9609E+03,2.9532E+03,1.0831E+03,1.3321E+03,4.5828E+02,4.8215E+02,7.1364E+02,2.5281E+02,3.0942E+02,1.8080E+01,2.1358E+01,1.0675E+02,1.0092E+02,1.4547E+02,3.8519E+01,4.6453E+01,1.6921E+01,9.9505E+00,1.2315E+01,,,,
17.609,4.5608E+04,0.0000E+00,3.4113E+04,8.8183E+03,2.6770E+03,0.0000E+00,6.1892E+03,1.1480E+04,1.6443E+04,1.6511E+03,1.9253E+03,2.8936E+03,1.0535E+03,1.2948E+03,4.5101E+02,4.7337E+02,6.9933E+02,2.4620E+02,3.0113E+02,1.7460E+01,2.0618E+01,1.0504E+02,9.9076E+01,1.4255E+02,3.7520E+01,4.5217E+01,1.6650E+01,9.7691E+00,1.2068E+01,,,,
20,3.2934E+04,0.0000E+00,2.4718E+04,6.2944E+03,1.9214E+03,0.0000E+00,4.9216E+03,8.2376E+03,1.1559E+04,1.2862E+03,1.4315E+03,2.0813E+03,6.7488E+02,8.2045E+02,3.4860E+02,3.5179E+02,5.0428E+02,1.6065E+02,1.9432E+02,9.9693E+00,1.1707E+01,8.1019E+01,7.3592E+01,1.0283E+02,2.4562E+01,2.9273E+01,1.2840E+01,7.2574E+00,8.7056E+00,,,,
30,1.1457E+04,0.0000E+00,8.6666E+03,2.1298E+03,6.6023E+02,0.0000E+00,2.3240E+03,2.8296E+03,3.5129E+03,5.6132E+02,5.3040E+02,6.9597E+02,1.5759E+02,1.8455E+02,1.4951E+02,1.3084E+02,1.7025E+02,3.9401E+01,4.5882E+01,1.6168E+00,1.8613E+00,3.4584E+01,2.7370E+01,3.4793E+01,6.0761E+00,6.9259E+00,5.4790E+00,2.7007E+00,2.9453E+00,,,,
40,5.3334E+03,0.0000E+00,4.0475E+03,9.7941E+02,3.0643E+02,0.0000E+00,1.2956E+03,1.2794E+03,1.4725E+03,3.0283E+02,2.5215E+02,3.0773E+02,5.4601E+01,6.2100E+01,8.0021E+01,6.2529E+01,7.5850E+01,1.4029E+01,1.5863E+01,4.3524E-01,4.9329E-01,1.8472E+01,1.3091E+01,1.5531E+01,2.1744E+00,2.4065E+00,2.9258E+00,1.2923E+00,1.3145E+00,,,,
50,2.9254E+03,0.0000E+00,2.2233E+03,5.3393E+02,1.6813E+02,0.0000E+00,8.0410E+02,6.7996E+02,7.3928E+02,1.8468E+02,1.3899E+02,1.6025E+02,2.3705E+01,2.6316E+01,4.8596E+01,3.4630E+01,3.9732E+01,6.2006E+00,6.8430E+00,1.5611E-01,1.7464E-01,1.1206E+01,7.2571E+00,8.1488E+00,9.6420E-01,1.0415E+00,1.7746E+00,7.1652E-01,6.8957E-01,,,,
60,1.7843E+03,0.0000E+00,1.3572E+03,3.2449E+02,1.0266E+02,0.0000E+00,5.3691E+02,4.0258E+02,4.1767E+02,1.2207E+02,8.4539E+01,9.2995E+01,1.1919E+01,1.2962E+01,3.2043E+01,2.1149E+01,2.3165E+01,3.1577E+00,3.4139E+00,6.7346E-02,7.4490E-02,7.3856E+00,4.4360E+00,4.7463E+00,4.9224E-01,5.2090E-01,1.1692E+00,4.3801E-01,4.0250E-01,,,,
80,8.1381E+02,0.0000E+00,6.1946E+02,1.4739E+02,4.6962E+01,0.0000E+00,2.7741E+02,1.7427E+02,1.6778E+02,6.2433E+01,3.7987E+01,3.8748E+01,4.0064E+00,4.2134E+00,1.6349E+01,9.5631E+00,9.7184E+00,1.0793E+00,1.1287E+00,1.7907E-02,1.9435E-02,3.7674E+00,2.0190E+00,1.9941E+00,1.6880E-01,1.7278E-01,5.9608E-01,1.9836E-01,1.6915E-01,,,,
96.055,4.9301E+02,0.0000E+00,3.7538E+02,8.9123E+01,2.8512E+01,0.0000E+00,1.7995E+02,1.0192E+02,9.3508E+01,4.0359E+01,2.2675E+01,2.2027E+01,2.0017E+00,2.0604E+00,1.0560E+01,5.7296E+00,5.5464E+00,5.4401E-01,5.5699E-01,7.7375E-03,8.2972E-03,2.4383E+00,1.2106E+00,1.1390E+00,8.5242E-02,8.5402E-02,3.8487E-01,1.1895E-01,9.6634E-02,,,,
96.824,2.2159E+03,1.7335E+03,3.6726E+02,8.7188E+01,2.7897E+01,1.7335E+03,1.7655E+02,9.9562E+01,9.1150E+01,3.9592E+01,2.2168E+01,2.1489E+01,1.9421E+00,1.9972E+00,1.0359E+01,5.6025E+00,5.4118E+00,5.2802E-01,5.4010E-01,7.4611E-03,7.9959E-03,2.3919E+00,1.1838E+00,1.1114E+00,8.2740E-02,8.2818E-02,3.7754E-01,1.1631E-01,9.4292E-02,,,,
100,2.0371E+03,1.5956E+03,3.3614E+02,7.9777E+01,2.5542E+01,1.5956E+03,1.6339E+02,9.0556E+01,8.2194E+01,3.6629E+01,2.0229E+01,1.9440E+01,1.7185E+00,1.7607E+00,9.5825E+00,5.1157E+00,4.8990E+00,4.6788E-01,4.7682E-01,6.4371E-03,6.7960E-03,2.2126E+00,1.0811E+00,1.0062E+00,7.3340E-02,7.3136E-02,3.4924E-01,1.0622E-01,8.5371E-02,,,,
150,7.1059E+02,5.6529E+02,1.1066E+02,2.6190E+01,8.4445E+00,5.6529E+02,6.0729E+01,2.7515E+01,2.2421E+01,1.3586E+01,6.3733E+00,5.4899E+00,3.7409E-01,3.6661E-01,3.5523E+00,1.6231E+00,1.3935E+00,1.0334E-01,1.0083E-01,1.0373E-03,1.0713E-03,8.1994E-01,3.4355E-01,2.8667E-01,1.6254E-02,1.5513E-02,1.2941E-01,3.3760E-02,2.4330E-02,,,,
200,3.3404E+02,2.6757E+02,5.0631E+01,1.1966E+01,3.8740E+00,2.6757E+02,2.9716E+01,1.1912E+01,9.0032E+00,6.6534E+00,2.8143E+00,2.2458E+00,1.2938E-01,1.2363E-01,1.7399E+00,7.1959E-01,5.7235E-01,3.6013E-02,3.4291E-02,2.9400E-04,2.9991E-04,4.0157E-01,1.5246E-01,1.1785E-01,5.6753E-03,5.2829E-03,6.3379E-02,1.4983E-02,1.0004E-02,,,,
300,1.1660E+02,9.3980E+01,1.7231E+01,4.0660E+00,1.3219E+00,9.3980E+01,1.0881E+01,3.7692E+00,2.5811E+00,2.4416E+00,9.0917E-01,6.5617E-01,3.0509E-02,2.8621E-02,6.3888E-01,2.3346E-01,1.6765E-01,8.5705E-03,7.9586E-03,5.3710E-05,5.4965E-05,1.4743E-01,4.9522E-02,3.4611E-02,1.3517E-03,1.2357E-03,2.3268E-02,4.8668E-03,2.9393E-03,,,,
400,5.6730E+01,4.5891E+01,8.2586E+00,1.9462E+00,6.3424E-01,4.5891E+01,5.4247E+00,1.7232E+00,1.1106E+00,1.2188E+00,4.1997E-01,2.8491E-01,1.1590E-02,1.0903E-02,3.1897E-01,1.0821E-01,7.2949E-02,3.2689E-03,3.0435E-03,1.7700E-05,1.8270E-05,7.3616E-02,2.2940E-02,1.5065E-02,5.1600E-04,4.7284E-04,1.1619E-02,2.2546E-03,1.2801E-03,,,,
500,3.3189E+01,2.6923E+01,4.7753E+00,1.1239E+00,3.6676E-01,2.6923E+01,3.2163E+00,9.6290E-01,5.9607E-01,7.2303E-01,2.3609E-01,1.5368E-01,5.6533E-03,5.3916E-03,1.8924E-01,6.0921E-02,3.9397E-02,1.5975E-03,1.5103E-03,7.7656E-06,8.0853E-06,4.3676E-02,1.2919E-02,8.1369E-03,2.5242E-04,2.3452E-04,6.8938E-03,1.2696E-03,6.9180E-04,,,,
600,2.1792E+01,1.7718E+01,3.1054E+00,7.2995E-01,2.3842E-01,1.7718E+01,2.1279E+00,6.1029E-01,3.6720E-01,4.7843E-01,1.5020E-01,9.4956E-02,3.2305E-03,3.1379E-03,1.2522E-01,3.8800E-02,2.4357E-02,9.1490E-04,8.8118E-04,4.0252E-06,4.4092E-06,2.8901E-02,8.2285E-03,5.0319E-03,1.4460E-04,1.3675E-04,4.5619E-03,8.0876E-04,4.2807E-04,,,,
800,1.1606E+01,9.4686E+00,1.6298E+00,3.8233E-01,1.2499E-01,9.4686E+00,1.1412E+00,3.0935E-01,1.7927E-01,2.5653E-01,7.6457E-02,4.6509E-02,1.4106E-03,1.4201E-03,6.7134E-02,1.9773E-02,1.1929E-02,4.0151E-04,3.9916E-04,1.5631E-06,1.8312E-06,1.5494E-02,4.1941E-03,2.4657E-03,6.3323E-05,6.2253E-05,2.4462E-03,4.1241E-04,2.1018E-04,,,,
1000,7.3252E+00,5.9899E+00,1.0186E+00,2.3861E-01,7.8043E-02,5.9899E+00,7.2182E-01,1.8962E-01,1.0721E-01,1.6222E-01,4.7007E-02,2.7787E-02,7.8805E-04,8.1727E-04,4.2442E-02,1.2151E-02,7.1469E-03,2.2368E-04,2.3068E-04,8.1398E-07,9.8849E-07,9.7947E-03,2.5778E-03,1.4768E-03,3.5379E-05,3.5825E-05,1.5469E-03,2.5364E-04,1.2619E-04,,,,
1500,3.3694E+00,2.7634E+00,4.6249E-01,1.0810E-01,3.5364E-02,2.7634E+00,3.3185E-01,8.4640E-02,4.6003E-02,7.4489E-02,2.1037E-02,1.1938E-02,3.0524E-04,3.3083E-04,1.9485E-02,5.4389E-03,3.0663E-03,8.6474E-05,9.3771E-05,2.8090E-07,3.7054E-07,4.4968E-03,1.1538E-03,6.3420E-04,1.3658E-05,1.4676E-05,7.1122E-04,1.1394E-04,5.4716E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,4,6,2,1.67,3.33,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
