PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,6p1/2,6p3/2,,,,
3.707,4.8874E+05,0.0000E+00,0.0000E+00,3.8655E+05,1.0218E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.0247E+04,3.0350E+04,7.3825E+04,1.1003E+05,1.5210E+05,7.0389E+03,8.9349E+03,1.8770E+04,1.7942E+04,2.4621E+04,5.8622E+03,7.2990E+03,1.6032E+03,1.7567E+03,3.4553E+03,2.0012E+03,2.6690E+03,1.8531E+02,1.8556E+01,2.7183E+01,,,,
4,4.0833E+05,0.0000E+00,0.0000E+00,3.2294E+05,8.5388E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8353E+04,2.7785E+04,6.4217E+04,8.9603E+04,1.2298E+05,6.2105E+03,7.8888E+03,1.6242E+04,1.4845E+04,2.0278E+04,4.4303E+03,5.5058E+03,1.4047E+03,1.5409E+03,2.9803E+03,1.6581E+03,2.2016E+03,1.6175E+02,1.6268E+01,2.3437E+01,,,,
5,2.3712E+05,0.0000E+00,0.0000E+00,1.8708E+05,5.0034E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3420E+04,1.9912E+04,4.2952E+04,4.7080E+04,6.3720E+04,4.2530E+03,5.3703E+03,1.0456E+04,8.3139E+03,1.1198E+04,1.9095E+03,2.3594E+03,9.4650E+02,1.0334E+03,1.9046E+03,9.3310E+02,1.2228E+03,1.0787E+02,1.0900E+01,1.4967E+01,,,,
6,1.5084E+05,0.0000E+00,0.0000E+00,1.1877E+05,3.2077E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0251E+04,1.5003E+04,2.9878E+04,2.7221E+04,3.6414E+04,3.0877E+03,3.8434E+03,7.1679E+03,5.0466E+03,6.7190E+03,9.3961E+02,1.1553E+03,6.8019E+02,7.3329E+02,1.3006E+03,5.6922E+02,7.3764E+02,7.8663E+01,7.7327E+00,1.0217E+01,,,,
8,7.2908E+04,0.0000E+00,0.0000E+00,5.7201E+04,1.5707E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.4057E+03,8.8839E+03,1.6240E+04,1.1099E+04,1.4573E+04,1.8296E+03,2.1904E+03,3.8296E+03,2.1988E+03,2.8730E+03,2.9605E+02,3.6101E+02,3.9824E+02,4.1424E+02,6.9245E+02,2.5009E+02,3.1821E+02,4.6007E+01,4.3681E+00,5.4376E+00,,,,
10,4.1089E+04,0.0000E+00,0.0000E+00,3.2145E+04,8.9440E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.3327E+03,5.6861E+03,9.7847E+03,5.3811E+03,6.9605E+03,1.2020E+03,1.3780E+03,2.2955E+03,1.1160E+03,1.4361E+03,1.1753E+02,1.4233E+02,2.5986E+02,2.5949E+02,4.1454E+02,1.2773E+02,1.5893E+02,3.0006E+01,2.7368E+00,3.2548E+00,,,,
12.647,2.2313E+04,0.0000E+00,0.0000E+00,1.7405E+04,4.9082E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.8149E+03,3.4380E+03,5.5815E+03,2.4515E+03,3.1192E+03,7.6302E+02,8.2563E+02,1.3084E+03,5.3068E+02,6.7150E+02,4.3346E+01,5.2078E+01,1.6401E+02,1.5502E+02,2.3617E+02,6.1272E+01,7.4752E+01,1.8934E+01,1.6357E+00,1.8541E+00,,,,
12.748,5.5018E+04,0.0000E+00,3.3166E+04,1.7044E+04,4.8086E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.3166E+04,2.7733E+03,3.3777E+03,5.4734E+03,2.3859E+03,3.0340E+03,7.5117E+02,8.1104E+02,1.2831E+03,5.1718E+02,6.5404E+02,4.1883E+01,5.0306E+01,1.6144E+02,1.5227E+02,2.3161E+02,5.9725E+01,7.2822E+01,1.8636E+01,1.6067E+00,1.8183E+00,,,,
14.732,3.7268E+04,0.0000E+00,2.2317E+04,1.1642E+04,3.3101E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.2317E+04,2.1047E+03,2.4393E+03,3.8174E+03,1.4526E+03,1.8277E+03,5.6409E+02,5.8413E+02,8.9626E+02,3.2234E+02,4.0322E+02,2.2362E+01,2.6717E+01,1.2088E+02,1.0954E+02,1.6181E+02,3.7352E+01,4.5049E+01,1.3953E+01,1.1562E+00,1.2702E+00,,,,
14.85,5.0896E+04,0.0000E+00,3.6255E+04,1.1399E+04,3.2424E+03,0.0000E+00,0.0000E+00,1.4402E+04,2.1853E+04,2.0726E+03,2.3952E+03,3.7414E+03,1.4130E+03,1.7768E+03,5.5518E+02,5.7350E+02,8.7848E+02,3.1395E+02,3.9248E+02,2.1596E+01,2.5794E+01,1.1895E+02,1.0755E+02,1.5860E+02,3.6386E+01,4.3858E+01,1.3731E+01,1.1351E+00,1.2450E+00,,,,
15,4.9668E+04,0.0000E+00,3.5408E+04,1.1101E+04,3.1593E+03,0.0000E+00,0.0000E+00,1.4124E+04,2.1284E+04,2.0328E+03,2.3406E+03,3.6478E+03,1.3647E+03,1.7148E+03,5.4415E+02,5.6040E+02,8.5659E+02,3.0370E+02,3.7938E+02,2.0670E+01,2.4677E+01,1.1657E+02,1.0508E+02,1.5465E+02,3.5207E+01,4.2403E+01,1.3456E+01,1.1091E+00,1.2140E+00,,,,
15.324,4.7139E+04,0.0000E+00,3.3660E+04,1.0491E+04,2.9890E+03,0.0000E+00,0.0000E+00,1.3543E+04,2.0116E+04,1.9505E+03,2.2280E+03,3.4555E+03,1.2671E+03,1.5897E+03,5.2136E+02,5.3339E+02,8.1165E+02,2.8292E+02,3.5284E+02,1.8823E+01,2.2454E+01,1.1165E+02,1.0001E+02,1.4654E+02,3.2814E+01,3.9456E+01,1.2887E+01,1.0556E+00,1.1504E+00,,,,
15.446,5.3373E+04,0.0000E+00,4.0174E+04,1.0272E+04,2.9277E+03,0.0000E+00,7.2421E+03,1.3237E+04,1.9694E+04,1.9207E+03,2.1871E+03,3.3861E+03,1.2324E+03,1.5453E+03,5.1308E+02,5.2362E+02,7.9543E+02,2.7552E+02,3.4339E+02,1.8175E+01,2.1675E+01,1.0986E+02,9.8169E+01,1.4362E+02,3.1960E+01,3.8406E+01,1.2681E+01,1.0362E+00,1.1274E+00,,,,
20,2.7571E+04,0.0000E+00,2.0915E+04,5.1650E+03,1.4908E+03,0.0000E+00,4.6297E+03,6.8207E+03,9.4650E+03,1.1507E+03,1.1835E+03,1.7264E+03,4.9559E+02,6.0880E+02,3.0305E+02,2.8344E+02,4.0765E+02,1.1481E+02,1.4014E+02,5.7721E+00,6.8111E+00,6.4643E+01,5.3098E+01,7.3677E+01,1.3391E+01,1.5760E+01,7.4606E+00,5.6078E-01,5.7831E-01,,,,
30,9.4516E+03,0.0000E+00,7.2081E+03,1.7343E+03,5.0910E+02,0.0000E+00,2.1052E+03,2.2518E+03,2.8511E+03,4.9456E+02,4.2553E+02,5.6640E+02,1.1340E+02,1.3446E+02,1.2838E+02,1.0249E+02,1.3507E+02,2.7462E+01,3.2341E+01,9.1609E-01,1.0611E+00,2.7279E+01,1.9207E+01,2.4473E+01,3.2265E+00,3.6635E+00,3.1479E+00,2.0300E-01,1.9202E-01,,,,
40,4.3633E+03,0.0000E+00,3.3350E+03,7.9311E+02,2.3518E+02,0.0000E+00,1.1555E+03,9.9749E+02,1.1820E+03,2.6413E+02,1.9832E+02,2.4725E+02,3.8742E+01,4.4679E+01,6.8114E+01,4.8047E+01,5.9404E+01,9.6197E+00,1.1016E+01,2.4322E-01,2.7765E-01,1.4450E+01,9.0129E+00,1.0764E+01,1.1350E+00,1.2532E+00,1.6672E+00,9.5293E-02,8.4592E-02,,,,
50,2.3802E+03,0.0000E+00,1.8211E+03,4.3046E+02,1.2860E+02,0.0000E+00,7.0889E+02,5.2349E+02,5.8875E+02,1.5983E+02,1.0772E+02,1.2752E+02,1.6643E+01,1.8756E+01,4.1080E+01,2.6228E+01,3.0815E+01,4.2006E+00,4.7007E+00,8.6264E-02,9.7264E-02,8.7092E+00,4.9614E+00,5.5900E+00,4.9703E-01,5.3625E-01,1.0045E+00,5.2075E-02,4.3938E-02,,,,
60,1.4457E+03,0.0000E+00,1.1068E+03,2.6065E+02,7.8290E+01,0.0000E+00,4.6922E+02,3.0690E+02,3.3066E+02,1.0498E+02,6.4768E+01,7.3436E+01,8.2993E+00,9.1705E+00,2.6931E+01,1.5835E+01,1.7827E+01,2.1189E+00,2.3252E+00,3.6863E-02,4.1118E-02,5.7084E+00,2.9979E+00,3.2366E+00,2.5124E-01,2.6579E-01,6.5818E-01,3.1468E-02,2.5445E-02,,,,
80,6.5521E+02,0.0000E+00,5.0186E+02,1.1772E+02,3.5635E+01,0.0000E+00,2.3930E+02,1.3092E+02,1.3165E+02,5.3158E+01,2.8604E+01,3.0250E+01,2.7557E+00,2.9487E+00,1.3613E+01,7.0364E+00,7.3913E+00,7.1419E-01,7.5919E-01,9.6390E-03,1.0451E-02,2.8937E+00,1.3338E+00,1.3437E+00,8.4925E-02,8.7016E-02,3.3249E-01,1.4002E-02,1.0566E-02,,,,
85.767,5.4072E+02,0.0000E+00,4.1421E+02,9.7078E+01,2.9436E+01,0.0000E+00,2.0262E+02,1.0639E+02,1.0519E+02,4.4956E+01,2.3423E+01,2.4349E+01,2.1099E+00,2.2401E+00,1.1510E+01,5.7698E+00,5.9581E+00,5.4854E-01,5.7860E-01,6.9802E-03,7.5319E-03,2.4464E+00,1.0940E+00,1.0835E+00,6.5266E-02,6.6353E-02,2.8109E-01,1.1485E-02,8.5204E-03,,,,
86.454,2.5325E+03,2.0035E+03,4.0519E+02,9.4957E+01,2.8798E+01,2.0035E+03,1.9877E+02,1.0389E+02,1.0252E+02,4.4098E+01,2.2892E+01,2.3750E+01,2.0464E+00,2.1707E+00,1.1290E+01,5.6398E+00,5.8125E+00,5.3219E-01,5.6087E-01,6.7271E-03,7.2549E-03,2.3996E+00,1.0694E+00,1.0571E+00,6.3326E-02,6.4324E-02,2.7571E-01,1.1226E-02,8.3124E-03,,,,
100,1.7274E+03,1.3736E+03,2.7104E+02,6.3436E+01,1.9301E+01,1.3736E+03,1.3971E+02,6.7275E+01,6.4058E+01,3.0949E+01,1.5041E+01,1.5051E+01,1.1716E+00,1.2227E+00,7.9205E+00,3.7160E+00,3.6939E+00,3.0650E-01,3.1788E-01,3.4364E-03,3.6678E-03,1.6832E+00,7.0502E-01,6.7216E-01,3.6515E-02,3.6495E-02,1.9340E-01,7.4016E-03,5.2863E-03,,,,
150,5.9699E+02,4.8152E+02,8.8475E+01,2.0656E+01,6.3341E+00,4.8152E+02,5.1125E+01,2.0068E+01,1.7281E+01,1.1320E+01,4.6400E+00,4.1927E+00,2.5140E-01,2.5146E-01,2.8967E+00,1.1539E+00,1.0359E+00,6.6630E-02,6.6297E-02,5.4815E-04,5.6975E-04,6.1542E-01,2.1924E-01,1.8876E-01,7.9610E-03,7.6294E-03,7.0710E-02,2.3015E-03,1.4851E-03,,,,
200,2.7775E+02,2.2524E+02,4.0235E+01,9.3829E+00,2.8901E+00,2.2524E+02,2.4758E+01,8.5861E+00,6.8915E+00,5.4900E+00,2.0217E+00,1.7009E+00,8.6181E-02,8.4183E-02,1.4054E+00,5.0463E-01,4.2184E-01,2.3008E-02,2.2242E-02,1.5392E-04,1.5825E-04,2.9854E-01,9.5964E-02,7.6918E-02,2.7521E-03,2.5765E-03,3.4301E-02,1.0074E-03,6.0542E-04,,,,
300,9.5873E+01,7.8149E+01,1.3582E+01,3.1632E+00,9.7915E-01,7.8149E+01,8.9415E+00,2.6786E+00,1.9617E+00,1.9881E+00,6.4280E-01,4.9265E-01,2.0208E-02,1.9423E-02,5.0936E-01,1.6127E-01,1.2245E-01,5.4343E-03,5.1714E-03,2.8386E-05,2.9007E-05,1.0818E-01,3.0665E-02,2.2383E-02,6.5088E-04,5.9985E-04,1.2430E-02,3.2195E-04,1.7634E-04,,,,
400,4.6294E+01,3.7849E+01,6.4722E+00,1.5056E+00,4.6717E-01,3.7849E+01,4.4185E+00,1.2133E+00,8.4044E-01,9.8391E-01,2.9394E-01,2.1284E-01,7.5947E-03,7.3454E-03,2.5207E-01,7.3911E-02,5.2995E-02,2.0505E-03,1.9643E-03,9.0772E-06,9.4698E-06,5.3556E-02,1.4059E-02,9.6927E-03,2.4564E-04,2.2783E-04,6.1545E-03,1.4764E-04,7.6455E-05,,,,
500,2.6942E+01,2.2078E+01,3.7282E+00,8.6633E-01,2.6921E-01,2.2078E+01,2.6039E+00,6.7395E-01,4.5032E-01,5.8026E-01,1.6418E-01,1.1457E-01,3.6889E-03,3.6277E-03,1.4868E-01,4.1336E-02,2.8552E-02,9.9945E-04,9.7107E-04,3.9249E-06,4.2774E-06,3.1590E-02,7.8647E-03,5.2239E-03,1.1965E-04,1.1281E-04,3.6308E-03,8.2632E-05,4.1272E-05,,,,
600,1.7626E+01,1.4472E+01,2.4182E+00,5.6134E-01,1.7461E-01,1.4472E+01,1.7156E+00,4.2535E-01,2.7728E-01,3.8241E-01,1.0397E-01,7.0744E-02,2.1012E-03,2.1107E-03,9.7989E-02,2.6200E-02,1.7640E-02,5.7055E-04,5.6448E-04,2.0679E-06,2.3100E-06,2.0819E-02,4.9861E-03,3.2275E-03,6.8270E-05,6.5738E-05,2.3934E-03,5.2427E-05,2.5553E-05,,,,
800,9.3489E+00,7.6983E+00,1.2659E+00,2.9335E-01,9.1352E-02,7.6983E+00,9.1572E-01,2.1463E-01,1.3560E-01,2.0411E-01,5.2660E-02,3.4701E-02,9.2330E-04,9.5602E-04,5.2296E-02,1.3288E-02,8.6557E-03,2.5025E-04,2.5886E-04,8.0975E-07,9.6823E-07,1.1111E-02,2.5284E-03,1.5838E-03,3.0006E-05,3.0074E-05,1.2781E-03,2.6647E-05,1.2606E-05,,,,
1000,5.8899E+00,4.8600E+00,7.9013E-01,1.8281E-01,5.6965E-02,4.8600E+00,5.7801E-01,1.3097E-01,8.1143E-02,1.2878E-01,3.2243E-02,2.0735E-02,5.0838E-04,5.5156E-04,3.2994E-02,8.1287E-03,5.1839E-03,1.3880E-04,1.4800E-04,4.2614E-07,5.1512E-07,7.0100E-03,1.5470E-03,9.4920E-04,1.6580E-05,1.7279E-05,8.0724E-04,1.6362E-05,7.6109E-06,,,,
1500,2.7090E+00,2.2415E+00,3.5881E-01,8.2852E-02,2.5831E-02,2.2415E+00,2.6567E-01,5.8181E-02,3.4964E-02,5.9130E-02,1.4350E-02,8.9518E-03,1.9796E-04,2.2201E-04,1.5147E-02,3.6217E-03,2.2353E-03,5.3257E-05,6.0891E-05,1.5853E-07,1.9119E-07,3.2180E-03,6.8904E-04,4.0938E-04,6.3690E-06,7.1093E-06,3.7216E-04,7.3967E-06,3.3781E-06,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,4,6,2,0.33,0.67,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
