PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,6p1/2,6p3/2,,,,
3.6898,4.8968E+05,0.0000E+00,0.0000E+00,3.7353E+05,1.1616E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.8393E+04,1.2432E+05,1.7081E+05,7.3859E+03,9.4030E+03,2.0287E+04,2.0224E+04,2.7764E+04,7.4388E+03,9.2563E+03,1.7715E+03,1.9750E+03,3.9939E+03,2.6262E+03,3.5290E+03,2.5055E+02,9.1804E+01,1.5924E+02,,,,
3.7193,5.0896E+05,0.0000E+00,0.0000E+00,3.9496E+05,1.1400E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.9022E+04,7.7366E+04,1.2159E+05,1.6698E+05,7.2914E+03,9.2867E+03,1.9989E+04,1.9838E+04,2.7220E+04,7.2273E+03,8.9914E+03,1.7475E+03,1.9489E+03,3.9336E+03,2.5764E+03,3.4604E+03,2.4706E+02,9.0549E+01,1.5683E+02,,,,
3.973,4.3460E+05,0.0000E+00,0.0000E+00,3.3699E+05,9.7610E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.7801E+04,6.8852E+04,1.0106E+05,1.3927E+05,6.5482E+03,8.3633E+03,1.7660E+04,1.6884E+04,2.3069E+04,5.6847E+03,7.0603E+03,1.5599E+03,1.7438E+03,3.4647E+03,2.1950E+03,2.9361E+03,2.1990E+02,8.3734E+01,1.3807E+02,,,,
4,4.4662E+05,0.0000E+00,0.0000E+00,3.5057E+05,9.6059E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8810E+04,2.7635E+04,6.8001E+04,9.9407E+04,1.3671E+05,6.4759E+03,8.2723E+03,1.7434E+04,1.6603E+04,2.2675E+04,5.5453E+03,6.8860E+03,1.5418E+03,1.7237E+03,3.4194E+03,2.1588E+03,2.8865E+03,2.1728E+02,8.2768E+01,1.3626E+02,,,,
4.0048,4.4532E+05,0.0000E+00,0.0000E+00,3.4953E+05,9.5787E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8723E+04,2.7605E+04,6.7851E+04,9.9084E+04,1.3627E+05,6.4632E+03,8.2563E+03,1.7395E+04,1.6554E+04,2.2606E+04,5.5210E+03,6.8556E+03,1.5386E+03,1.7202E+03,3.4115E+03,2.1525E+03,2.8778E+03,2.1682E+02,8.2598E+01,1.3594E+02,,,,
5,2.6013E+05,0.0000E+00,0.0000E+00,2.0376E+05,5.6369E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3769E+04,2.0452E+04,4.5292E+04,5.2845E+04,7.1406E+04,4.4588E+03,5.6876E+03,1.1281E+04,9.3872E+03,1.2632E+04,2.4114E+03,2.9768E+03,1.0424E+03,1.1652E+03,2.1947E+03,1.2263E+03,1.6168E+03,1.4559E+02,5.5855E+01,8.7369E+01,,,,
6,1.6588E+05,0.0000E+00,0.0000E+00,1.2970E+05,3.6183E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0462E+04,1.5550E+04,3.1763E+04,3.0832E+04,4.1094E+04,3.2503E+03,4.1027E+03,7.7684E+03,5.7403E+03,7.6320E+03,1.1949E+03,1.4675E+03,7.5119E+02,8.3215E+02,1.5043E+03,7.5355E+02,9.8204E+02,1.0423E+02,3.9861E+01,5.9850E+01,,,,
8,8.0408E+04,0.0000E+00,0.0000E+00,6.2657E+04,1.7750E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.6199E+03,9.3948E+03,1.7413E+04,1.2657E+04,1.6573E+04,1.9370E+03,2.3655E+03,4.1786E+03,2.5286E+03,3.2967E+03,3.8023E+02,4.6300E+02,4.4168E+02,4.7487E+02,8.0572E+02,3.3479E+02,4.2803E+02,6.0742E+01,2.2733E+01,3.2040E+01,,,,
10,4.5421E+04,0.0000E+00,0.0000E+00,3.5299E+04,1.0123E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.5138E+03,6.0807E+03,1.0564E+04,6.1764E+03,7.9642E+03,1.2777E+03,1.5009E+03,2.5174E+03,1.2937E+03,1.6602E+03,1.5203E+02,1.8380E+02,2.8913E+02,2.9980E+02,4.8469E+02,1.7242E+02,2.1701E+02,4.0403E+01,1.4352E+01,1.9270E+01,,,,
13.411,2.1216E+04,0.0000E+00,0.0000E+00,1.6432E+04,4.7844E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.6456E+03,3.2719E+03,5.2590E+03,2.3237E+03,2.9316E+03,7.2587E+02,7.9665E+02,1.2504E+03,5.1378E+02,6.4498E+02,4.3955E+01,5.2592E+01,1.6304E+02,1.5851E+02,2.4059E+02,6.9050E+01,8.5016E+01,2.2769E+01,7.5899E+00,9.5643E+00,,,,
13.519,5.1740E+04,0.0000E+00,3.0962E+04,1.6092E+04,4.6872E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.0962E+04,2.6065E+03,3.2148E+03,5.1572E+03,2.2615E+03,2.8514E+03,7.1460E+02,7.8265E+02,1.2262E+03,5.0073E+02,6.2822E+02,4.2474E+01,5.0806E+01,1.6048E+02,1.5571E+02,2.3594E+02,6.7311E+01,8.2824E+01,2.2411E+01,7.4559E+00,9.3793E+00,,,,
15,3.9047E+04,0.0000E+00,2.3223E+04,1.2240E+04,3.5843E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.3223E+04,2.1409E+03,2.5492E+03,3.9822E+03,1.5847E+03,1.9827E+03,5.8201E+02,6.1941E+02,9.4811E+02,3.5699E+02,4.4424E+02,2.7101E+01,3.2288E+01,1.3042E+02,1.2313E+02,1.8244E+02,4.8126E+01,5.8729E+01,1.8211E+01,5.8965E+00,7.2524E+00,,,,
15.753,3.4261E+04,0.0000E+00,2.0346E+04,1.0757E+04,3.1572E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.0346E+04,1.9480E+03,2.2819E+03,3.5209E+03,1.3385E+03,1.6679E+03,5.2794E+02,5.5389E+02,8.3860E+02,3.0385E+02,3.7662E+02,2.1897E+01,2.6038E+01,1.1819E+02,1.1007E+02,1.6138E+02,4.1013E+01,4.9512E+01,1.6502E+01,5.2717E+00,6.4151E+00,,,,
15.879,4.6902E+04,0.0000E+00,3.3276E+04,1.0533E+04,3.0926E+03,0.0000E+00,0.0000E+00,1.3355E+04,1.9922E+04,1.9182E+03,2.2407E+03,3.4507E+03,1.3021E+03,1.6215E+03,5.1960E+02,5.4385E+02,8.2192E+02,2.9595E+02,3.6659E+02,2.1148E+01,2.5139E+01,1.1631E+02,1.0807E+02,1.5818E+02,3.9954E+01,4.8202E+01,1.6239E+01,5.1759E+00,6.2876E+00,,,,
16.37,4.3543E+04,0.0000E+00,3.0968E+04,9.7176E+03,2.8574E+03,0.0000E+00,0.0000E+00,1.2593E+04,1.8375E+04,1.8083E+03,2.0892E+03,3.1937E+03,1.1713E+03,1.4551E+03,4.8882E+02,5.0696E+02,7.6098E+02,2.6749E+02,3.3053E+02,1.8508E+01,2.1973E+01,1.0936E+02,1.0072E+02,1.4646E+02,3.6140E+01,4.3491E+01,1.5268E+01,4.8243E+00,5.8217E+00,,,,
16.502,4.9314E+04,0.0000E+00,3.7001E+04,9.5147E+03,2.7988E+03,0.0000E+00,6.6952E+03,1.2318E+04,1.7988E+04,1.7806E+03,2.0510E+03,3.1294E+03,1.1392E+03,1.4145E+03,4.8105E+02,4.9771E+02,7.4575E+02,2.6050E+02,3.2167E+02,1.7872E+01,2.1211E+01,1.0761E+02,9.8878E+01,1.4353E+02,3.5202E+01,4.2334E+01,1.5024E+01,4.7360E+00,5.7053E+00,,,,
20,3.0213E+04,0.0000E+00,2.2807E+04,5.7107E+03,1.6947E+03,0.0000E+00,4.8033E+03,7.5378E+03,1.0466E+04,1.2183E+03,1.3046E+03,1.8993E+03,5.7980E+02,7.0865E+02,3.2555E+02,3.1652E+02,4.5428E+02,1.3624E+02,1.6555E+02,7.6382E+00,8.9918E+00,7.2606E+01,6.2841E+01,8.7492E+01,1.8504E+01,2.1882E+01,1.0135E+01,3.0109E+00,3.4776E+00,,,,
30,1.0420E+04,0.0000E+00,7.9149E+03,1.9250E+03,5.8051E+02,0.0000E+00,2.2129E+03,2.5328E+03,3.1692E+03,5.2778E+02,4.7616E+02,6.2910E+02,1.3404E+02,1.5796E+02,1.3876E+02,1.1607E+02,1.5196E+02,3.3001E+01,3.8646E+01,1.2253E+00,1.4150E+00,3.0815E+01,2.3048E+01,2.9333E+01,4.5175E+00,5.1487E+00,4.3006E+00,1.1051E+00,1.1657E+00,,,,
40,4.8314E+03,0.0000E+00,3.6799E+03,8.8272E+02,2.6880E+02,0.0000E+00,1.2256E+03,1.1322E+03,1.3221E+03,2.8327E+02,2.2412E+02,2.7638E+02,4.6123E+01,5.2822E+01,7.3947E+01,5.4939E+01,6.7267E+01,1.1656E+01,1.3263E+01,3.2763E-01,3.7265E-01,1.6392E+01,1.0920E+01,1.3011E+01,1.6029E+00,1.7751E+00,2.2871E+00,5.2373E-01,5.1693E-01,,,,
50,2.6424E+03,0.0000E+00,2.0151E+03,4.8014E+02,1.4720E+02,0.0000E+00,7.5622E+02,5.9778E+02,6.6109E+02,1.7208E+02,1.2262E+02,1.4324E+02,1.9919E+01,2.2280E+01,4.4753E+01,3.0207E+01,3.5066E+01,5.1207E+00,5.6906E+00,1.1687E-01,1.3125E-01,9.9119E+00,6.0097E+00,6.7789E+00,7.0638E-01,7.6400E-01,1.3827E+00,2.8830E-01,2.6985E-01,,,,
60,1.6082E+03,0.0000E+00,1.2272E+03,2.9125E+02,8.9771E+01,0.0000E+00,5.0263E+02,3.5220E+02,3.7238E+02,1.1338E+02,7.4152E+01,8.2809E+01,9.9747E+00,1.0934E+01,2.9425E+01,1.8342E+01,2.0366E+01,2.5955E+00,2.8270E+00,5.0191E-02,5.5742E-02,6.5146E+00,3.6748E+00,3.9408E+00,3.5883E-01,3.8037E-01,9.0850E-01,1.7522E-01,1.5689E-01,,,,
80,7.3116E+02,0.0000E+00,5.5829E+02,1.3191E+02,4.0962E+01,0.0000E+00,2.5805E+02,1.5133E+02,1.4891E+02,5.7700E+01,3.3032E+01,3.4308E+01,3.3324E+00,3.5351E+00,1.4944E+01,8.2217E+00,8.4945E+00,8.8098E-01,9.2889E-01,1.3250E-02,1.4260E-02,3.3167E+00,1.6494E+00,1.6459E+00,1.2218E-01,1.2536E-01,4.6107E-01,7.8653E-02,6.5545E-02,,,,
90.809,5.1600E+02,0.0000E+00,3.9407E+02,9.2974E+01,2.8954E+01,0.0000E+00,1.9089E+02,1.0404E+02,9.9145E+01,4.2587E+01,2.3029E+01,2.3154E+01,2.0550E+00,2.1484E+00,1.1024E+01,5.7467E+00,5.7482E+00,5.4647E-01,5.6794E-01,7.3655E-03,7.8773E-03,2.4462E+00,1.1535E+00,1.1144E+00,7.5881E-02,7.6732E-02,3.4004E-01,5.5009E-02,4.4384E-02,,,,
91.536,2.3681E+03,1.8633E+03,3.8552E+02,9.0948E+01,2.8329E+01,1.8633E+03,1.8727E+02,1.0161E+02,9.6636E+01,4.1776E+01,2.2511E+01,2.2586E+01,1.9934E+00,2.0821E+00,1.0813E+01,5.6182E+00,5.6082E+00,5.3031E-01,5.5062E-01,7.1003E-03,7.5893E-03,2.3995E+00,1.1277E+00,1.0873E+00,7.3639E-02,7.4398E-02,3.3356E-01,5.3781E-02,4.3304E-02,,,,
100,1.8815E+03,1.4858E+03,3.0221E+02,7.1239E+01,2.2231E+01,1.4858E+03,1.5131E+02,7.8191E+01,7.2703E+01,3.3723E+01,1.7479E+01,1.7142E+01,1.4232E+00,1.4716E+00,8.7268E+00,4.3699E+00,4.2637E+00,3.8000E-01,3.9067E-01,4.7318E-03,5.0251E-03,1.9363E+00,8.7748E-01,8.2694E-01,5.2810E-02,5.2821E-02,2.6916E-01,4.1847E-02,3.2937E-02,,,,
150,6.5231E+02,5.2263E+02,9.9070E+01,2.3291E+01,7.3229E+00,5.2263E+02,5.5807E+01,2.3539E+01,1.9724E+01,1.2422E+01,5.4490E+00,4.8081E+00,3.0759E-01,3.0454E-01,3.2134E+00,1.3716E+00,1.2043E+00,8.3262E-02,8.2043E-02,7.5990E-04,7.8669E-04,7.1277E-01,2.7583E-01,2.3391E-01,1.1608E-02,1.1121E-02,9.9076E-02,1.3156E-02,9.3199E-03,,,,
200,3.0507E+02,2.4592E+02,4.5188E+01,1.0611E+01,3.3503E+00,2.4592E+02,2.7164E+01,1.0131E+01,7.8930E+00,6.0536E+00,2.3901E+00,1.9587E+00,1.0591E-01,1.0233E-01,1.5665E+00,6.0392E-01,4.9253E-01,2.8890E-02,2.7650E-02,2.1437E-04,2.1954E-04,3.4742E-01,1.2156E-01,9.5741E-02,4.0332E-03,3.7716E-03,4.8292E-02,5.7980E-03,3.8156E-03,,,,
300,1.0587E+02,8.5826E+01,1.5314E+01,3.5906E+00,1.1389E+00,8.5826E+01,9.8782E+00,3.1820E+00,2.2541E+00,2.2067E+00,7.6579E-01,5.6965E-01,2.4845E-02,2.3600E-02,5.7143E-01,1.9431E-01,1.4358E-01,6.8325E-03,6.4291E-03,3.9035E-05,3.9913E-05,1.2671E-01,3.9154E-02,2.7981E-02,9.5488E-04,8.7816E-04,1.7614E-02,1.8676E-03,1.1158E-03,,,,
400,5.1316E+01,4.1738E+01,7.3194E+00,1.7140E+00,5.4506E-01,4.1738E+01,4.9029E+00,1.4483E+00,9.6816E-01,1.0968E+00,3.5203E-01,2.4681E-01,9.4106E-03,8.9763E-03,2.8404E-01,8.9621E-02,6.2320E-02,2.6001E-03,2.4523E-03,1.2806E-05,1.3170E-05,6.3002E-02,1.8049E-02,1.2152E-02,3.6333E-04,3.3559E-04,8.7579E-03,8.6090E-04,4.8493E-04,,,,
500,2.9943E+01,2.4416E+01,4.2242E+00,9.8800E-01,3.1465E-01,2.4416E+01,2.8981E+00,8.0692E-01,5.1919E-01,6.4873E-01,1.9726E-01,1.3299E-01,4.5803E-03,4.4360E-03,1.6802E-01,5.0287E-02,3.3618E-02,1.2687E-03,1.2132E-03,5.5228E-06,5.9405E-06,3.7269E-02,1.0130E-02,6.5569E-03,1.7737E-04,1.6629E-04,5.1811E-03,4.8322E-04,2.6188E-04,,,,
600,1.9624E+01,1.6035E+01,2.7434E+00,6.4094E-01,2.0432E-01,1.6035E+01,1.9133E+00,5.1034E-01,3.1976E-01,4.2839E-01,1.2521E-01,8.2146E-02,2.6133E-03,2.5814E-03,1.1096E-01,3.1952E-02,2.0780E-02,7.2431E-04,7.0777E-04,2.8994E-06,3.2430E-06,2.4611E-02,6.4367E-03,4.0527E-03,1.0137E-04,9.6901E-05,3.4217E-03,3.0717E-04,1.6205E-04,,,,
800,1.0429E+01,8.5490E+00,1.4377E+00,3.3526E-01,1.0698E-01,8.5490E+00,1.0236E+00,2.5796E-01,1.5617E-01,2.2916E-01,6.3544E-02,4.0248E-02,1.1396E-03,1.1667E-03,5.9348E-02,1.6237E-02,1.0182E-02,3.1697E-04,3.2221E-04,1.1157E-06,1.3101E-06,1.3164E-02,3.2712E-03,1.9866E-03,4.4294E-05,4.4115E-05,1.8308E-03,1.5620E-04,7.9670E-05,,,,
1000,6.5766E+00,5.4027E+00,8.9810E-01,2.0910E-01,6.6765E-02,5.4027E+00,6.4678E-01,1.5785E-01,9.3467E-02,1.4473E-01,3.9005E-02,2.4057E-02,6.3445E-04,6.7439E-04,3.7481E-02,9.9586E-03,6.1009E-03,1.7686E-04,1.8492E-04,5.8090E-07,7.4126E-07,8.3132E-03,2.0068E-03,1.1906E-03,2.4724E-05,2.5430E-05,1.1568E-03,9.5982E-05,4.7939E-05,,,,
1500,3.0249E+00,2.4921E+00,4.0778E-01,9.4750E-02,3.0264E-02,2.4921E+00,2.9730E-01,7.0290E-02,4.0190E-02,6.6463E-02,1.7408E-02,1.0362E-02,2.4636E-04,2.7147E-04,1.7207E-02,4.4478E-03,2.6238E-03,6.8397E-05,7.5536E-05,2.0094E-07,2.8545E-07,3.8163E-03,8.9609E-04,5.1240E-04,9.5129E-06,1.0432E-05,5.3227E-04,4.3133E-05,2.0952E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,4,6,2,1,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
