PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,5f5/2,5f7/2,6s1/2,6p1/2,6p3/2,7s1/2,
3.8878,1.8966E+05,0.0000E+00,0.0000E+00,0.0000E+00,1.8966E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.9234E+03,9.8896E+03,2.6418E+04,3.0964E+04,4.2549E+04,1.8587E+04,2.2957E+04,2.4166E+03,2.7922E+03,6.7289E+03,6.1158E+03,8.2780E+03,9.0017E+02,1.0701E+03,5.0978E+02,4.8938E+02,1.0235E+03,4.5118E+01,
3.919,4.3797E+05,0.0000E+00,0.0000E+00,2.5180E+05,1.8617E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.5180E+05,7.8313E+03,9.7913E+03,2.6050E+04,3.0426E+04,4.1777E+04,1.8087E+04,2.2333E+04,2.3854E+03,2.7597E+03,6.6310E+03,6.0090E+03,8.1282E+03,8.7701E+02,1.0423E+03,5.0296E+02,4.8344E+02,1.0085E+03,4.4519E+01,
4,4.1921E+05,0.0000E+00,0.0000E+00,2.4173E+05,1.7749E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.4173E+05,7.5980E+03,9.5424E+03,2.5127E+04,2.9081E+04,3.9847E+04,1.6860E+04,2.0804E+04,2.3070E+03,2.6777E+03,6.3857E+03,5.7423E+03,7.7544E+03,8.2007E+02,9.7393E+02,4.8588E+02,4.6848E+02,9.7072E+02,4.3016E+01,
4.0991,3.9160E+05,0.0000E+00,0.0000E+00,2.2398E+05,1.6763E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.2398E+05,7.3262E+03,9.2508E+03,2.4064E+04,2.7535E+04,3.7643E+04,1.5496E+04,1.9105E+04,2.2165E+03,2.5823E+03,6.1031E+03,5.4368E+03,7.3273E+03,7.5653E+02,8.9771E+02,4.6618E+02,4.5112E+02,9.2730E+02,4.1283E+01,
4.1319,5.4225E+05,0.0000E+00,0.0000E+00,3.7772E+05,1.6453E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.5838E+05,2.1934E+05,7.2394E+03,9.1571E+03,2.3725E+04,2.7045E+04,3.6948E+04,1.5074E+04,1.8581E+04,2.1877E+03,2.5518E+03,6.0134E+03,5.3403E+03,7.1926E+03,7.3683E+02,8.7410E+02,4.5993E+02,4.4557E+02,9.1353E+02,4.0732E+01,
4.6803,4.0000E+05,0.0000E+00,0.0000E+00,2.7730E+05,1.2270E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1759E+05,1.5971E+05,6.0036E+03,7.7500E+03,1.8922E+04,2.0311E+04,2.7449E+04,9.7443E+03,1.1963E+04,1.7802E+03,2.1115E+03,4.7570E+03,4.0133E+03,5.3507E+03,4.8485E+02,5.7268E+02,3.7193E+02,3.6612E+02,7.2100E+02,3.2984E+01,
4.7178,4.5729E+05,0.0000E+00,0.0000E+00,3.3689E+05,1.2041E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.5371E+04,1.1526E+05,1.5626E+05,5.9314E+03,7.6638E+03,1.8644E+04,1.9934E+04,2.6920E+04,9.4727E+03,1.1626E+04,1.7566E+03,2.0856E+03,4.6852E+03,3.9391E+03,5.2484E+03,4.7185E+02,5.5718E+02,3.6688E+02,3.6147E+02,7.1003E+02,3.2539E+01,
5,3.9572E+05,0.0000E+00,0.0000E+00,2.9084E+05,1.0488E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.9229E+04,9.8941E+04,1.3267E+05,5.4236E+03,7.0568E+03,1.6732E+04,1.7364E+04,2.3327E+04,7.7008E+03,9.4340E+03,1.5937E+03,1.9042E+03,4.1913E+03,3.4341E+03,4.5539E+03,3.8659E+02,4.5556E+02,3.3200E+02,3.2909E+02,6.3459E+02,2.9459E+01,
5.7376,2.7835E+05,0.0000E+00,0.0000E+00,2.0290E+05,7.5448E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.7510E+04,6.7056E+04,8.8336E+04,4.3622E+03,5.7592E+03,1.2869E+04,1.2398E+04,1.6457E+04,4.6773E+03,5.7035E+03,1.2621E+03,1.5257E+03,3.2023E+03,2.4583E+03,3.2234E+03,2.3882E+02,2.8005E+02,2.6143E+02,2.6204E+02,4.8394E+02,2.3234E+01,
5.7836,2.8959E+05,0.0000E+00,0.0000E+00,2.1558E+05,7.4012E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6820E+04,4.6827E+04,6.5526E+04,8.6403E+04,4.3071E+03,5.6891E+03,1.2671E+04,1.2153E+04,1.6120E+04,4.5426E+03,5.5377E+03,1.2450E+03,1.5058E+03,3.1520E+03,2.4101E+03,3.1583E+03,2.3215E+02,2.7215E+02,2.5781E+02,2.5854E+02,4.7630E+02,2.2914E+01,
6,2.6456E+05,0.0000E+00,0.0000E+00,1.9682E+05,6.7733E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6256E+04,4.3704E+04,5.8900E+04,7.7962E+04,4.0607E+03,5.3739E+03,1.1794E+04,1.1078E+04,1.4649E+04,3.9682E+03,4.8312E+03,1.1690E+03,1.4170E+03,2.9295E+03,2.1991E+03,2.8731E+03,2.0365E+02,2.3842E+02,2.4172E+02,2.4293E+02,4.4248E+02,2.1494E+01,
6.1069,2.5304E+05,0.0000E+00,0.0000E+00,1.8813E+05,6.4903E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.5883E+04,4.2237E+04,5.5896E+04,7.4119E+04,3.9464E+03,5.2274E+03,1.1392E+04,1.0592E+04,1.3987E+04,3.7173E+03,4.5230E+03,1.1340E+03,1.3759E+03,2.8276E+03,2.1037E+03,2.7444E+03,1.9116E+02,2.2365E+02,2.3433E+02,2.3572E+02,4.2701E+02,2.0841E+01,
6.1558,2.5871E+05,0.0000E+00,0.0000E+00,1.9505E+05,6.3663E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0598E+04,1.5747E+04,4.1585E+04,5.4695E+04,7.2424E+04,3.8956E+03,5.1624E+03,1.1215E+04,1.0379E+04,1.3697E+04,3.6091E+03,4.3901E+03,1.1185E+03,1.3576E+03,2.7826E+03,2.0618E+03,2.6880E+03,1.8576E+02,2.1727E+02,2.3106E+02,2.3252E+02,4.2019E+02,2.0552E+01,
8,1.3563E+05,0.0000E+00,0.0000E+00,1.0207E+05,3.3568E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.4080E+03,1.1290E+04,2.5046E+04,2.5465E+04,3.2856E+04,2.5148E+03,3.3512E+03,6.5845E+03,5.1998E+03,6.7062E+03,1.3399E+03,1.6146E+03,7.0626E+02,8.6156E+02,1.6204E+03,1.0408E+03,1.3274E+03,7.0807E+01,8.2003E+01,1.4468E+02,1.4627E+02,2.4413E+02,1.2909E+01,
10,7.7581E+04,0.0000E+00,0.0000E+00,5.8280E+04,1.9300E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.3095E+03,8.0497E+03,1.5751E+04,1.2876E+04,1.6294E+04,1.7044E+03,2.2488E+03,4.0824E+03,2.7876E+03,3.5250E+03,5.5924E+02,6.6813E+02,4.7187E+02,5.7088E+02,1.0003E+03,5.6222E+02,7.0326E+02,3.0127E+01,3.4581E+01,9.6092E+01,9.6350E+01,1.5056E+02,8.5970E+00,
15,2.7596E+04,0.0000E+00,0.0000E+00,2.0652E+04,6.9440E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.7019E+03,3.8382E+03,6.3056E+03,3.5171E+03,4.2892E+03,8.1133E+02,1.0204E+03,1.6193E+03,8.3328E+02,1.0148E+03,1.0726E+02,1.2596E+02,2.2066E+02,2.5572E+02,3.9547E+02,1.7051E+02,2.0547E+02,5.9432E+00,6.7023E+00,4.4561E+01,4.2819E+01,5.9856E+01,4.0045E+00,
18.507,1.6050E+04,0.0000E+00,0.0000E+00,1.1991E+04,4.0597E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8527E+03,2.5025E+03,3.7987E+03,1.7479E+03,2.0887E+03,5.4287E+02,6.5713E+02,9.7538E+02,4.3065E+02,5.1370E+02,4.4315E+01,5.1528E+01,1.4675E+02,1.6413E+02,2.3816E+02,8.8746E+01,1.0475E+02,2.4831E+00,2.7721E+00,2.9536E+01,2.8074E+01,3.6043E+01,2.6597E+00,
18.655,3.7080E+04,0.0000E+00,2.1358E+04,1.1745E+04,3.9774E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.1358E+04,1.8255E+03,2.4612E+03,3.7250E+03,1.7017E+03,2.0316E+03,5.3454E+02,6.4600E+02,9.5645E+02,4.1981E+02,5.0037E+02,4.2838E+01,4.9791E+01,1.4447E+02,1.6133E+02,2.3354E+02,8.6534E+01,1.0206E+02,2.4012E+00,2.6797E+00,2.9073E+01,2.7595E+01,3.5343E+01,2.6182E+00,
20,3.0851E+04,0.0000E+00,1.7724E+04,9.8004E+03,3.3256E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.7724E+04,1.6040E+03,2.1242E+03,3.1345E+03,1.3445E+03,1.5933E+03,4.6667E+02,5.5580E+02,8.0504E+02,3.3563E+02,3.9720E+02,3.1829E+01,3.6867E+01,1.2591E+02,1.3869E+02,1.9658E+02,6.9335E+01,8.1197E+01,1.7900E+00,1.9906E+00,2.5314E+01,2.3721E+01,2.9750E+01,2.2811E+00,
23.043,2.0942E+04,0.0000E+00,1.1865E+04,6.7703E+03,2.3076E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.1865E+04,1.2266E+03,1.5593E+03,2.1896E+03,8.2776E+02,9.6702E+02,3.5275E+02,4.0670E+02,5.6356E+02,2.1145E+02,2.4657E+02,1.7299E+01,1.9892E+01,9.4873E+01,1.0136E+02,1.3766E+02,4.3870E+01,5.0621E+01,9.7896E-01,1.0806E+00,1.9042E+01,1.7335E+01,2.0833E+01,1.7178E+00,
23.227,2.9270E+04,0.0000E+00,2.0379E+04,6.6305E+03,2.2605E+03,0.0000E+00,0.0000E+00,8.7668E+03,1.1612E+04,1.2079E+03,1.5320E+03,2.1453E+03,8.0530E+02,9.3996E+02,3.4718E+02,3.9952E+02,5.5222E+02,2.0596E+02,2.3997E+02,1.6712E+01,1.9208E+01,9.3361E+01,9.9558E+01,1.3489E+02,4.2742E+01,4.9278E+01,9.4603E-01,1.0438E+00,1.8737E+01,1.7027E+01,2.0414E+01,1.6903E+00,
23.845,2.7372E+04,0.0000E+00,1.9070E+04,6.1899E+03,2.1119E+03,0.0000E+00,0.0000E+00,8.2565E+03,1.0814E+04,1.1481E+03,1.4453E+03,2.0052E+03,7.3538E+02,8.5596E+02,3.2943E+02,3.7666E+02,5.1637E+02,1.8884E+02,2.1941E+02,1.4912E+01,1.7116E+01,8.8539E+01,9.3843E+01,1.2614E+02,3.9220E+01,4.5091E+01,8.4507E-01,9.3111E-01,1.7764E+01,1.6050E+01,1.9090E+01,1.6029E+00,
24.036,3.0997E+04,0.0000E+00,2.2866E+04,6.0619E+03,2.0687E+03,0.0000E+00,4.1444E+03,8.1410E+03,1.0581E+04,1.1305E+03,1.4198E+03,1.9644E+03,7.1533E+02,8.3195E+02,3.2421E+02,3.6996E+02,5.0592E+02,1.8392E+02,2.1351E+02,1.4404E+01,1.6526E+01,8.7122E+01,9.2169E+01,1.2359E+02,3.8206E+01,4.3889E+01,8.1657E-01,8.9931E-01,1.7478E+01,1.5764E+01,1.8705E+01,1.5772E+00,
30,1.7665E+04,0.0000E+00,1.3118E+04,3.3846E+03,1.1625E+03,0.0000E+00,2.8257E+03,4.6904E+03,5.6016E+03,7.3028E+02,8.5433E+02,1.0965E+03,3.2939E+02,3.7411E+02,2.0666E+02,2.2235E+02,2.8381E+02,8.7390E+01,9.9010E+01,5.4560E+00,6.1819E+00,5.5324E+01,5.5345E+01,6.9400E+01,1.8266E+01,2.0477E+01,3.1195E-01,3.3927E-01,1.1225E+01,9.4665E+00,1.0504E+01,1.0008E+00,
40,8.3910E+03,0.0000E+00,6.2644E+03,1.5800E+03,5.4663E+02,0.0000E+00,1.6364E+03,2.2210E+03,2.4069E+03,4.0458E+02,4.2809E+02,4.9976E+02,1.1795E+02,1.2959E+02,1.1309E+02,1.1166E+02,1.3031E+02,3.2376E+01,3.5476E+01,1.5199E+00,1.6919E+00,3.0169E+01,2.7793E+01,3.1920E+01,6.8151E+00,7.3887E+00,8.7713E-02,9.3709E-02,6.1176E+00,4.7553E+00,4.8318E+00,5.4538E-01,
50,4.6761E+03,0.0000E+00,3.5014E+03,8.7162E+02,3.0308E+02,0.0000E+00,1.0461E+03,1.2249E+03,1.2304E+03,2.5163E+02,2.4516E+02,2.6621E+02,5.2492E+01,5.6126E+01,6.9855E+01,6.4172E+01,6.9831E+01,1.4729E+01,1.5705E+01,5.5862E-01,6.1267E-01,1.8601E+01,1.5982E+01,1.7132E+01,3.1152E+00,3.2864E+00,3.2425E-02,3.4129E-02,3.7706E+00,2.7353E+00,2.5935E+00,3.3612E-01,
60,2.8864E+03,0.0000E+00,2.1648E+03,5.3492E+02,1.8670E+02,0.0000E+00,7.1405E+02,7.4564E+02,7.0507E+02,1.6894E+02,1.5368E+02,1.5726E+02,2.6917E+01,2.8126E+01,4.6710E+01,4.0360E+01,4.1459E+01,7.6715E+00,7.9940E+00,2.4587E-01,2.6624E-01,1.2424E+01,1.0059E+01,1.0184E+01,1.6266E+00,1.6690E+00,1.4327E-02,1.4888E-02,2.5178E+00,1.7219E+00,1.5419E+00,2.2443E-01,
80,1.3395E+03,0.0000E+00,1.0062E+03,2.4677E+02,8.6610E+01,0.0000E+00,3.8056E+02,3.3621E+02,2.8938E+02,8.8540E+01,7.2225E+01,6.7318E+01,9.3117E+00,9.3743E+00,2.4372E+01,1.9083E+01,1.7880E+01,2.7101E+00,2.7212E+00,6.7287E-02,7.1350E-02,6.4752E+00,4.7621E+00,4.4014E+00,5.7731E-01,5.7078E-01,3.9409E-03,4.0098E-03,1.3117E+00,8.1544E-01,6.6638E-01,1.1692E-01,
100,7.3608E+02,0.0000E+00,5.5323E+02,1.3521E+02,4.7639E+01,0.0000E+00,2.2943E+02,1.7982E+02,1.4398E+02,5.2938E+01,3.9746E+01,3.4448E+01,4.0824E+00,3.9928E+00,1.4541E+01,1.0550E+01,9.1989E+00,1.2041E+00,1.1750E+00,2.4847E-02,2.5912E-02,3.8614E+00,2.6357E+00,2.2681E+00,2.5727E-01,2.4722E-01,1.4602E-03,1.4609E-03,7.8198E-01,4.5140E-01,3.4337E-01,6.9700E-02,
125.68,3.9826E+02,0.0000E+00,2.9946E+02,7.2996E+01,2.5809E+01,0.0000E+00,1.3484E+02,9.4395E+01,7.0227E+01,3.0946E+01,2.1404E+01,1.7221E+01,1.7567E+00,1.6694E+00,8.4889E+00,5.7070E+00,4.6215E+00,5.2415E-01,4.9712E-01,8.9952E-03,9.2263E-03,2.2540E+00,1.4273E+00,1.1384E+00,1.1228E-01,1.0486E-01,5.3020E-04,5.2164E-04,4.5627E-01,2.4450E-01,1.7275E-01,4.0669E-02,
126.69,1.6000E+03,1.2102E+03,2.9311E+02,7.1445E+01,2.5264E+01,1.2102E+03,1.3233E+02,9.2296E+01,6.8489E+01,3.0367E+01,2.0945E+01,1.6808E+01,1.7059E+00,1.6196E+00,8.3298E+00,5.5855E+00,4.5114E+00,5.0918E-01,4.8246E-01,8.6845E-03,8.9015E-03,2.2118E+00,1.3970E+00,1.1114E+00,1.0908E-01,1.0178E-01,5.1186E-04,5.0333E-04,4.4771E-01,2.3930E-01,1.6865E-01,3.9906E-02,
150,1.0458E+03,7.9802E+02,1.8637E+02,4.5366E+01,1.6083E+01,7.9802E+02,8.8725E+01,5.7333E+01,4.0308E+01,2.0321E+01,1.3225E+01,1.0048E+01,9.1825E-01,8.5458E-01,5.5708E+00,3.5376E+00,2.7059E+00,2.7605E-01,2.5649E-01,4.1271E-03,4.1839E-03,1.4794E+00,8.8876E-01,6.6712E-01,5.9242E-02,5.4194E-02,2.4374E-04,2.3698E-04,2.9934E-01,1.5170E-01,1.0125E-01,2.6682E-02,
200,5.0412E+02,3.8892E+02,8.6645E+01,2.1057E+01,7.4921E+00,3.8892E+02,4.4588E+01,2.5602E+01,1.6456E+01,1.0198E+01,6.0463E+00,4.1942E+00,3.2509E-01,2.9384E-01,2.7944E+00,1.6249E+00,1.1349E+00,9.8690E-02,8.9116E-02,1.2013E-03,1.1888E-03,7.4282E-01,4.0870E-01,2.8012E-01,2.1234E-02,1.8871E-02,7.1388E-05,6.8307E-05,1.5011E-01,6.9771E-02,4.2526E-02,1.3381E-02,
300,1.8163E+02,1.4156E+02,3.0150E+01,7.3111E+00,2.6112E+00,1.4156E+02,1.6929E+01,8.4161E+00,4.8050E+00,3.8721E+00,2.0380E+00,1.2531E+00,7.8661E-02,6.9287E-02,1.0610E+00,5.5049E-01,3.4082E-01,2.4121E-02,2.1251E-02,2.2565E-04,2.2275E-04,2.8198E-01,1.3865E-01,8.4223E-02,5.2046E-03,4.5097E-03,1.3446E-05,1.2806E-05,5.6979E-02,2.3674E-02,1.2790E-02,5.0809E-03,
400,9.0218E+01,7.0739E+01,1.4661E+01,3.5484E+00,1.2698E+00,7.0739E+01,8.6437E+00,3.9340E+00,2.0834E+00,1.9776E+00,9.6487E-01,5.4937E-01,3.0129E-02,2.6459E-02,5.4189E-01,2.6130E-01,1.4984E-01,9.2941E-03,8.1134E-03,7.3549E-05,7.3562E-05,1.4400E-01,6.5867E-02,3.7039E-02,2.0074E-03,1.7345E-03,4.3811E-06,4.2438E-06,2.9098E-02,1.1247E-02,5.6265E-03,2.5958E-03,
500,5.3556E+01,4.2182E+01,8.5637E+00,2.0689E+00,7.4127E-01,4.2182E+01,5.2101E+00,2.2317E+00,1.1219E+00,1.1919E+00,5.5141E-01,2.9764E-01,1.4821E-02,1.3114E-02,3.2663E-01,1.4975E-01,8.1149E-02,4.5847E-03,4.0378E-03,3.2396E-05,3.2799E-05,8.6782E-02,3.7721E-02,2.0101E-02,9.9178E-04,8.6264E-04,1.9171E-06,1.9092E-06,1.7535E-02,6.4412E-03,3.0542E-03,1.5655E-03,
600,3.5526E+01,2.8080E+01,5.6082E+00,1.3527E+00,4.8501E-01,2.8080E+01,3.4870E+00,1.4297E+00,6.9156E-01,7.9748E-01,3.5489E-01,1.8415E-01,8.5222E-03,7.6342E-03,2.1852E-01,9.6489E-02,5.0254E-02,2.6430E-03,2.3566E-03,1.7043E-05,1.7661E-05,5.8055E-02,2.4311E-02,1.2450E-02,5.7163E-04,5.0322E-04,1.0084E-06,1.0372E-06,1.1730E-02,4.1513E-03,1.8919E-03,1.0483E-03,
800,1.9150E+01,1.5210E+01,2.9691E+00,7.1429E-01,2.5629E-01,1.5210E+01,1.8957E+00,7.3606E-01,3.3736E-01,4.3322E-01,1.8362E-01,9.0155E-02,3.8053E-03,3.4867E-03,1.1868E-01,4.9993E-02,2.4615E-02,1.1862E-03,1.0741E-03,6.8132E-06,7.6420E-06,3.1528E-02,1.2596E-02,6.1001E-03,2.5623E-04,2.3050E-04,4.0586E-07,4.3813E-07,6.3705E-03,2.1511E-03,9.2744E-04,5.7085E-04,
1000,1.2147E+01,9.6779E+00,1.8618E+00,4.4706E-01,1.6045E-01,9.6779E+00,1.2064E+00,4.5472E-01,2.0074E-01,2.7551E-01,1.1372E-01,5.3737E-02,2.1193E-03,1.9722E-03,7.5454E-02,3.0978E-02,1.4668E-02,6.6023E-04,6.1559E-04,3.6276E-06,3.9667E-06,2.0044E-02,7.8081E-03,3.6368E-03,1.4291E-04,1.3179E-04,2.0638E-07,2.3717E-07,4.0502E-03,1.3333E-03,5.5318E-04,3.6441E-04,
1500,5.5937E+00,4.4714E+00,8.4670E-01,2.0280E-01,7.2796E-02,4.4714E+00,5.5566E-01,2.0565E-01,8.5394E-02,1.2674E-01,5.1603E-02,2.2806E-02,8.3247E-04,8.1407E-04,3.4696E-02,1.4053E-02,6.2449E-03,2.6187E-04,2.4961E-04,1.3191E-06,1.5820E-06,9.2151E-03,3.5409E-03,1.5480E-03,5.6364E-05,5.3818E-05,7.3524E-08,9.2034E-08,1.8625E-03,6.0491E-04,2.3595E-04,1.7039E-04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,4,6,3,4,2,2,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
