PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,5s1/2,,,,,,,,,,,,,
4,1.8295E+05,0.0000E+00,1.5062E+05,2.8385E+04,3.9434E+03,0.0000E+00,2.8615E+04,4.3140E+04,7.8867E+04,5.9859E+03,5.5795E+03,1.0279E+04,2.7023E+03,3.8378E+03,1.1079E+03,8.4977E+02,1.5538E+03,1.6366E+02,2.2814E+02,4.0111E+01,,,,,,,,,,,,,
5,1.0276E+05,0.0000E+00,8.4730E+04,1.5758E+04,2.2743E+03,0.0000E+00,1.9187E+04,2.3397E+04,4.2146E+04,3.8559E+03,3.1878E+03,5.7926E+03,1.2110E+03,1.7111E+03,7.0701E+02,4.8611E+02,8.7752E+02,7.4529E+01,1.0361E+02,2.5568E+01,,,,,,,,,,,,,
6,6.3692E+04,0.0000E+00,5.2568E+04,9.6854E+03,1.4381E+03,0.0000E+00,1.3645E+04,1.3987E+04,2.4936E+04,2.6636E+03,1.9793E+03,3.5568E+03,6.1738E+02,8.6835E+02,4.8563E+02,3.0262E+02,5.4048E+02,3.8525E+01,5.3310E+01,1.7550E+01,,,,,,,,,,,,,
8,2.9459E+04,0.0000E+00,2.4324E+04,4.4483E+03,6.8713E+02,0.0000E+00,7.7313E+03,6.0350E+03,1.0558E+04,1.4563E+03,9.0297E+02,1.5935E+03,2.0686E+02,2.8866E+02,2.6398E+02,1.3881E+02,2.4362E+02,1.3142E+01,1.8041E+01,9.5328E+00,,,,,,,,,,,,,
10,1.6039E+04,0.0000E+00,1.3242E+04,2.4145E+03,3.8280E+02,0.0000E+00,4.8500E+03,3.0801E+03,5.3117E+03,8.9657E+02,4.7874E+02,8.3266E+02,8.6552E+01,1.1996E+02,1.6202E+02,7.3912E+01,1.2788E+02,5.5580E+00,7.5776E+00,5.8486E+00,,,,,,,,,,,,,
15,5.2177E+03,0.0000E+00,4.3045E+03,7.8401E+02,1.2920E+02,0.0000E+00,1.9738E+03,8.7043E+02,1.4603E+03,3.5774E+02,1.4349E+02,2.4266E+02,1.6957E+01,2.3169E+01,6.4423E+01,2.2314E+01,3.7551E+01,1.1060E+00,1.4864E+00,2.3242E+00,,,,,,,,,,,,,
20,2.3242E+03,0.0000E+00,1.9162E+03,3.4922E+02,5.8843E+01,0.0000E+00,1.0048E+03,3.4493E+02,5.6644E+02,1.8096E+02,5.8812E+01,9.7324E+01,5.1603E+00,6.9660E+00,3.2553E+01,9.1909E+00,1.5135E+01,3.3959E-01,4.5087E-01,1.1740E+00,,,,,,,,,,,,,
22.066,1.7596E+03,0.0000E+00,1.4503E+03,2.6441E+02,4.4852E+01,0.0000E+00,7.9245E+02,2.5016E+02,4.0769E+02,1.4255E+02,4.3089E+01,7.0749E+01,3.4188E+00,4.5942E+00,2.5640E+01,6.7446E+00,1.1019E+01,2.2558E-01,2.9812E-01,9.2459E-01,,,,,,,,,,,,,
22.242,1.1208E+04,9.4882E+03,1.4178E+03,2.5849E+02,4.3872E+01,9.4882E+03,7.7723E+02,2.4370E+02,3.9691E+02,1.3980E+02,4.2010E+01,6.8931E+01,3.3062E+00,4.4411E+00,2.5145E+01,6.5765E+00,1.0737E+01,2.1819E-01,2.8825E-01,9.0673E-01,,,,,,,,,,,,,
30,5.1515E+03,4.4187E+03,6.0363E+02,1.1016E+02,1.9027E+01,4.4187E+03,3.6965E+02,9.0404E+01,1.4357E+02,6.6397E+01,1.6002E+01,2.5594E+01,9.3223E-01,1.2333E+00,1.1943E+01,2.5188E+00,3.9920E+00,6.1941E-02,8.0591E-02,4.3046E-01,,,,,,,,,,,,,
40,2.3522E+03,2.0321E+03,2.6354E+02,4.8142E+01,8.4345E+00,2.0321E+03,1.7624E+02,3.4283E+01,5.3009E+01,3.1677E+01,6.1945E+00,9.6420E+00,2.7287E-01,3.5512E-01,5.7007E+00,9.7819E-01,1.5087E+00,1.8222E-02,2.3320E-02,2.0536E-01,,,,,,,,,,,,,
50,1.2649E+03,1.0974E+03,1.3788E+02,2.5209E+01,4.4567E+00,1.0974E+03,9.7627E+01,1.6026E+01,2.4223E+01,1.7571E+01,2.9345E+00,4.4637E+00,1.0485E-01,1.3457E-01,3.1626E+00,4.6436E-01,6.9990E-01,7.0232E-03,8.8639E-03,1.1393E-01,,,,,,,,,,,,,
60,7.5567E+02,6.5726E+02,8.0963E+01,1.4814E+01,2.6358E+00,6.5726E+02,5.9676E+01,8.5778E+00,1.2709E+01,1.0756E+01,1.5855E+00,2.3636E+00,4.7997E-02,6.0866E-02,1.9364E+00,2.5127E-01,3.7115E-01,3.2221E-03,4.0179E-03,6.9759E-02,,,,,,,,,,,,,
80,3.3128E+02,2.8898E+02,3.4780E+01,6.3716E+00,1.1433E+00,2.8898E+02,2.7024E+01,3.1889E+00,4.5668E+00,4.8837E+00,5.9675E-01,8.5970E-01,1.4039E-02,1.7456E-02,8.7949E-01,9.4779E-02,1.3528E-01,9.4523E-04,1.1553E-03,3.1687E-02,,,,,,,,,,,,,
100,1.7330E+02,1.5140E+02,1.8003E+01,3.3012E+00,5.9558E-01,1.5140E+02,1.4459E+01,1.4814E+00,2.0624E+00,2.6185E+00,2.7936E-01,3.9124E-01,5.4539E-03,6.6796E-03,4.7170E-01,4.4435E-02,6.1641E-02,3.6790E-04,4.4288E-04,1.6996E-02,,,,,,,,,,,,,
150,5.2923E+01,4.6311E+01,5.4328E+00,9.9780E-01,1.8139E-01,4.6311E+01,4.5678E+00,3.7301E-01,4.9201E-01,8.3015E-01,7.1085E-02,9.4348E-02,1.0131E-03,1.2021E-03,1.4962E-01,1.1334E-02,1.4890E-02,6.8429E-05,8.0392E-05,5.3915E-03,,,,,,,,,,,,,
200,2.2852E+01,2.0009E+01,2.3354E+00,4.2931E-01,7.8359E-02,2.0009E+01,2.0101E+00,1.4325E-01,1.8202E-01,3.6613E-01,2.7440E-02,3.5050E-02,3.1872E-04,3.7394E-04,6.6007E-02,4.3822E-03,5.5447E-03,2.1528E-05,2.5069E-05,2.3788E-03,,,,,,,,,,,,,
300,7.1660E+00,6.2775E+00,7.2967E-01,1.3423E-01,2.4609E-02,6.2775E+00,6.4295E-01,3.9116E-02,4.7600E-02,1.1732E-01,7.5522E-03,9.2174E-03,6.7365E-05,7.9633E-05,2.1171E-02,1.2049E-03,1.4594E-03,4.5540E-06,5.3483E-06,7.6319E-04,,,,,,,,,,,,,
400,3.2575E+00,2.8544E+00,3.3096E-01,6.0918E-02,1.1190E-02,2.8544E+00,2.9504E-01,1.6359E-02,1.9568E-02,5.3898E-02,3.1693E-03,3.7977E-03,2.3826E-05,2.9179E-05,9.7284E-03,5.0564E-04,6.0176E-04,1.6120E-06,1.9524E-06,3.5084E-04,,,,,,,,,,,,,
500,1.8208E+00,1.5959E+00,1.8462E-01,3.3989E-02,6.2511E-03,1.5959E+00,1.6572E-01,8.6195E-03,1.0283E-02,3.0292E-02,1.6736E-03,1.9976E-03,1.1169E-05,1.4211E-05,5.4682E-03,2.6703E-04,3.1679E-04,7.5538E-07,9.5055E-07,1.9732E-04,,,,,,,,,,,,,
600,1.1592E+00,1.0163E+00,1.1730E-01,2.1596E-02,3.9749E-03,1.0163E+00,1.0578E-01,5.2383E-03,6.2842E-03,1.9342E-02,1.0181E-03,1.2219E-03,6.2541E-06,8.1221E-06,3.4916E-03,1.6250E-04,1.9372E-04,4.1854E-07,5.5065E-07,1.2609E-04,,,,,,,,,,,,,
800,5.9688E-01,5.2359E-01,6.0172E-02,1.1076E-02,2.0406E-03,5.2359E-01,5.4582E-02,2.5115E-03,3.0792E-03,9.9812E-03,4.8918E-04,5.9903E-04,2.5963E-06,3.7380E-06,1.8019E-03,7.8077E-05,9.4980E-05,1.7543E-07,2.5131E-07,6.5216E-05,,,,,,,,,,,,,
1000,3.7216E-01,3.2662E-01,3.7391E-02,6.8808E-03,1.2687E-03,3.2662E-01,3.4039E-02,1.4905E-03,1.8620E-03,6.2247E-03,2.9004E-04,3.6252E-04,1.4308E-06,2.1437E-06,1.1238E-03,4.6245E-05,5.7585E-05,9.4774E-08,1.4606E-07,4.0807E-05,,,,,,,,,,,,,
1500,1.7236E-01,1.5140E-01,1.7215E-02,3.1664E-03,5.8457E-04,1.5140E-01,1.5750E-02,6.3645E-04,8.2857E-04,2.8794E-03,1.2372E-04,1.6189E-04,5.3073E-07,9.1463E-07,5.1989E-04,1.9709E-05,2.5743E-05,3.4871E-08,6.1976E-08,1.9132E-05,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,2.8,4.2,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
